PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGP,TPM,3PA,TPP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PM,OFFRTG,DEFRTG,NETRTG,ASTP,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOR,EFGP,TSP,USGP,PACE,PIE,ALLSTAR
JEWELL LOYD,SEA,25,26,19,7,30.7,16,5.4,12.9,42,1.8,5.5,33.8,3.3,3.8,87.8,1.4,3.5,5,3.6,1.9,1.2,0.2,2,29.8,1,0,8.4,111.6,97.9,13.7,18.3,1.92,18.1,4.9,11.3,8.2,9.4,49.1,54.9,23.3,96.67,12.2,1
JESSICA BRELAND,ATL,31,25,16,9,26.8,7.3,3.2,8.5,37.6,0,0,0,0.9,1.2,71,1.7,6.6,8.3,2.2,1.6,1.1,1.8,2.5,27.7,2,0,0.1,95.6,94.7,0.8,13.8,1.37,17.3,6,22,14.2,12.7,37.6,40.2,17,99.01,11.2,0
JAZMON GWATHMEY,IND,26,10,1,9,11.6,2.4,0.9,3.9,23.1,0.1,1.1,9.1,0.5,1,50,0.2,1.5,1.7,0.9,0.7,0.3,0.2,1.4,6.6,0,0,-5.6,83.5,104.6,-21.2,14.3,1.29,15,1.6,14.7,7.5,11.7,24.4,27.6,19.2,96.9,-1,0
JASMINE THOMAS,CON,29,26,14,12,27.5,12.1,4.4,11.6,37.7,1.3,4.4,30.7,2,2.3,85.2,0.8,2.4,3.2,4.5,2.6,1,0.3,2.3,24,0,0,1,103.2,101,2.3,25.1,1.75,22.9,2.7,9.3,5.8,13.1,43.5,47.9,23,97.68,9,0
JANTEL LAVENDER,LAS,30,22,12,10,18.3,5.7,2.5,5.9,42.3,0,0.5,9.1,0.7,0.8,88.2,1.2,2.7,3.9,0.9,1.2,0.5,0.3,1.5,13.1,0,0,-2.5,92.6,98.4,-5.8,8.4,0.74,10.9,6.9,15.8,11.3,14.7,42.7,45.8,18.3,96.63,7.5,0
JAMIERRA FAULKNER,CHI,27,17,6,11,21.2,7.6,2.7,7.9,34.3,1.1,3.7,30.2,1.1,1.4,75,0.3,1.1,1.4,3.9,2.1,0.5,0.1,1.6,14.9,0,0,-3.6,100.7,108.6,-7.9,32.4,1.91,27.1,1.5,5.3,3.4,14.2,41.4,44.6,21.4,98.76,5.7,0
JAIME NARED,LVA,23,24,12,12,9.3,2.5,0.8,2.4,31,0.3,1,25,0.8,0.9,81.8,0.3,0.9,1.2,0.5,0.7,0.5,0.1,0.9,5.6,0,0,0.5,88.3,84.7,3.6,8.8,0.75,12.5,2.8,8.1,5.5,16.7,36.2,44.3,15.3,102.16,5.2,0
IMANI WRIGHT,PHO,24,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,150,-150,0,0,0,0,0,0,0,0,0,50,96.81,-25,0
IMANI MCGEE-STAFFORD,ATL,24,20,11,9,10.8,3.3,1.6,3.3,47.7,0,0,0,0.2,0.6,36.4,1.3,2.1,3.4,0.7,0.9,0.5,0.2,1.5,9.3,0,0,-0.3,88.2,90.1,-1.9,11.1,0.72,12.9,10.8,19.9,15,17.8,47.7,47.3,16.4,99.44,10.2,0
HIND BEN ABDELKADER,IND,23,14,1,13,10.2,2.1,0.6,3.1,18.6,0.4,2.1,20.7,0.5,0.6,87.5,0.1,0.9,1,0.8,0.9,0.3,0.1,0.7,4.6,0,0,0,93.2,94.1,-1,12.4,0.85,15.5,0.7,9.8,5,18.3,25.6,31.2,17.7,98.08,-0.3,0
GLORY JOHNSON,DAL,28,20,11,9,23,8.6,3.3,7.7,42.2,0.7,2,32.5,1.5,1.8,82.9,1.1,4.7,5.8,1.2,1.4,1.1,0.6,2.2,20.9,0,0,3.7,106.5,99.4,7.1,8.1,0.86,10.9,4.8,19.2,12.2,12.7,46.4,50.8,17.9,99,10.5,0
GABBY WILLIAMS,CHI,22,26,9,17,22.7,7.2,3,6.9,42.8,0.2,0.6,31.3,1.1,1.4,77.8,1.2,3,4.2,1.6,1,1.7,0.3,2.1,19.7,0,0,-6.4,97,110.8,-13.7,11.3,1.58,15.7,5.3,13.7,9.4,10,44.2,47.7,16,99.2,8,0
ESSENCE CARSON,LAS,32,26,15,11,24.2,7.8,3.2,7,45.1,1.1,3.2,35.4,0.4,0.5,91.7,0.3,2.3,2.6,0.9,0.6,0.8,0.4,1.5,15.4,0,0,0.3,100,99.8,0.2,6.1,1.5,10.6,1.2,10.7,6,7,53,54.5,14.8,94.81,7.7,0
ERLANA LARKINS,MIN,33,4,3,1,13.1,1.5,0.5,1.8,28.6,0,0,0,0.5,0.5,100,1.5,2.3,3.8,2.8,0.8,1.3,0.3,2.3,13.9,0,0,2.5,106.1,94.9,11.2,28.9,3.67,50,12.2,18,15.2,13.6,28.6,38.1,9.3,90.52,13.8,0
ERICA WHEELER,IND,28,26,3,23,21.3,8.1,3,8.2,37.3,0.6,1.9,32,1.4,1.8,78.3,0.5,2.5,3,4,1.4,0.7,0.2,2.3,18.9,0,0,-3.4,95.9,102.4,-6.6,31.5,2.89,28,2.2,12.9,7.2,9.7,41,45.2,21.4,94.98,9.7,0
ERICA MCCALL,IND,23,26,3,23,13.1,3,1.3,3.5,38.5,0,0.3,12.5,0.3,0.4,80,1.5,1.5,3,0.4,0.4,0.4,0.4,1.8,9.2,0,0,-2.3,94.1,102.4,-8.4,5.5,1,9.5,10,12.2,11,9.5,39,41.4,12.6,97.43,5,0
EPIPHANNY PRINCE,NYL,31,16,3,13,19.1,8.4,3,7.6,39.3,1.1,2.7,41.9,1.3,1.5,87.5,0.4,1.1,1.6,1.7,1.1,0.9,0,1.9,14.4,0,0,-6.1,96.6,112.3,-15.7,15.7,1.59,15.4,2.3,6.4,4.3,9.7,46.7,50.9,22,94.02,6.9,0
ENDY MIYEM,MIN,31,15,10,5,5.9,1.8,0.8,2.3,35.3,0.1,0.5,25,0.1,0.1,100,0.3,0.4,0.7,0.3,0.2,0.1,0.1,0.7,3.6,0,0,-0.5,101.1,105.1,-4,8.2,1.33,9.8,4.7,7.4,6,7.3,38.2,39.2,18.9,94.24,2.1,0
ELIZABETH WILLIAMS,ATL,26,24,16,8,25.6,7.6,3,6,50.3,0,0,0,1.5,3,50.7,2,3.5,5.5,1.5,1.3,0.8,1.7,2.7,22.4,0,0,2.8,100.9,94.6,6.3,9,1.13,14.2,7.7,12.4,10.1,12.6,50.3,51.7,14.6,98.88,8.3,0
ELENA DELLE DONNE,WAS,29,21,13,8,32,20.5,7.5,15.7,47.7,1.7,4.2,39.3,3.9,4.3,91.1,1.7,5.5,7.1,2.2,1,1,1.5,1.8,38.8,6,0,3.8,109.1,103.1,6,12.8,2.14,10.8,5.3,18.2,11.7,5.1,53,58.5,25.4,95.57,17.3,1
DIANA TAURASI,PHO,37,25,15,10,29.7,20.3,6.1,13.6,44.9,3.4,8.4,39.8,4.7,5,93.7,0.1,3.1,3.2,4.8,2.4,0.9,0.2,3,32.3,0,0,5.2,107.6,99.3,8.3,29.3,2.02,20.9,0.4,9.5,5.4,10.4,57.2,64.1,27.1,96.57,16.6,1
DIAMOND DESHIELDS,CHI,24,26,9,17,28,13.8,4.5,11,40.8,1.2,3.9,31.7,3.6,4.3,83.2,1.1,3.7,4.8,2.1,2.3,1,0.2,2.4,24.1,1,0,-3.9,101.4,108.7,-7.3,12.2,0.93,12.1,4.1,13,8.7,13,46.3,53.5,23.2,98.63,8.9,0
DEARICA HAMBY,LVA,25,25,12,13,14.1,7.2,2.7,5.2,52.3,0.4,1.3,30.3,1.4,1.8,77.8,1,2.5,3.4,1.2,1.1,0.9,0.3,1.9,15.6,0,0,1.2,99.9,95.5,4.4,14.8,1.11,14.8,6.7,16.8,11.8,13.3,56.2,60.4,20.8,101.76,14.5,0
DEWANNA BONNER,PHO,31,26,15,11,32.8,16.4,5.8,12.8,45.2,1.6,5,31.5,3.2,3.7,85.6,1.1,5.3,6.4,3.3,2,1.3,0.5,1.6,32.4,3,0,2.2,107.1,103,4.1,18,1.69,16.8,3.6,15.3,9.9,10,51.3,56.5,22.3,96.29,14.6,1
DANIELLE ROBINSON,MIN,30,23,14,9,18.2,6.5,2.4,5.3,44.7,0.1,0.7,18.8,1.6,1.8,88.1,0.3,1.5,1.7,3.1,1.7,0.7,0,1.6,13.8,0,0,0.4,99,97.6,1.4,27.3,1.85,28.2,1.4,8.6,4.9,15.3,45.9,53,18.5,98.4,9.6,0
DAMIRIS DANTAS,ATL,26,19,10,9,13.4,5.4,2.2,5.1,43.3,0.3,1.1,23.8,0.7,0.9,72.2,0.9,1.5,2.4,0.8,0.5,0.4,0,1.7,10.2,0,0,-2.4,88.7,98.9,-10.2,12.2,1.6,12.2,5.6,11.3,8.2,7.6,45.9,48.6,18,100.58,8.8,0
CRYSTAL LANGHORNE,SEA,32,18,13,5,13.4,4.1,1.8,3.4,51.6,0,0.2,0,0.6,0.6,100,0.6,2.1,2.7,0.3,1.1,0.3,0.2,0.9,8.2,0,0,-0.9,89.3,94.2,-4.8,3.8,0.26,5.6,4.6,15,9.9,21.1,51.6,55.7,15.4,96.63,8.5,0
COURTNEY WILLIAMS,CON,25,22,13,9,27,12.7,5.7,12.4,46.2,0.6,1.5,41.2,0.6,1,61.9,1.6,4.4,6,3,2.1,0.5,0.1,1.6,24.3,2,0,3.5,109.3,102,7.3,17.6,1.43,16.9,5.8,17,11.2,11.9,48.7,49.4,23.1,96.66,11.9,0
COURTNEY VANDERSLOOT,CHI,30,22,7,15,31.6,11.5,4.2,9,46.7,1.5,3.9,38.8,1.6,2.1,76.6,0.6,3.2,3.8,8.2,3,1.3,0.4,1.9,30.5,5,1,-6.1,102.5,112.3,-9.7,40.2,2.7,38.9,1.9,10.2,6.1,14.4,55.1,58.1,17.4,98.31,12.2,0
COURTNEY PARIS,SEA,31,26,19,7,11.2,2.2,1,1.7,56.8,0,0,0,0.2,0.5,46.2,1.2,2.7,3.9,0.7,0.5,0.2,0.2,1.8,8.6,0,0,1.7,100.5,92,8.5,9.4,1.38,22.2,11.6,23.6,17.9,16,56.8,56.3,9.3,98.24,8.8,0
CHINEY OGWUMIKE,CON,27,25,14,11,25.8,14.5,5.8,9.6,60.7,0,0.1,50,2.9,3.7,78.3,2.8,4.6,7.4,1,1.8,1.1,0.6,3.5,28.2,6,0,1.5,107.2,103.2,4,6.1,0.53,6.9,10.7,19.4,14.8,12.9,60.9,64.9,21,97.37,15.1,1
CHEYENNE PARKER,CHI,26,26,9,17,19.6,9.8,3.6,7,51.1,0.2,0.5,38.5,2.4,3.2,75,1.9,4.4,6.3,0.5,1.5,0.5,1.2,2.7,21.9,3,0,-3.2,99.3,108.5,-9.1,4.5,0.34,4.8,9.9,21.1,15.7,13.9,52.5,58,21.2,99.26,12.2,0
CHELSEA HOPKINS,CHI,28,4,2,2,14.5,1.8,0.8,1.5,50,0,0,0,0.3,0.3,100,0,3.3,3.3,2,1.8,0.5,0,0.5,8.4,0,0,-2,88,94.9,-6.8,19.5,1.14,38.1,0,22,11.5,33.3,50,54.3,10.1,97.14,8.2,0
CHELSEA GRAY,LAS,26,26,15,11,32.4,14.5,5.5,11.4,47.8,1.1,2.7,39.4,2.5,3,81,0.6,2.7,3.3,5.3,2.4,1.6,0.2,1.9,29.3,0,0,2,100.8,97.9,3,27.4,2.21,25.8,1.9,8.8,5.4,11.7,52.5,56.7,21.4,94.63,12.7,1
CECILIA ZANDALASINI,MIN,23,20,13,7,13.5,5.6,2,4.6,44,0.9,1.9,44.7,0.7,0.7,100,0.3,1.6,1.9,1.1,0.8,0.3,0,1.6,9.6,0,0,0.5,98.2,96.4,1.8,13.8,1.47,16.4,1.7,12.5,6.8,11.2,53.3,57.1,17.5,97.22,9.5,0
CAYLA GEORGE,DAL,30,14,8,6,10.2,4.1,1.7,3.3,52.2,0.7,1.6,43.5,0,0,0,0.4,2.1,2.6,0.5,0.4,0.1,0.1,1.4,8.2,0,0,2.7,110.3,97.3,13.1,8,1.17,11.9,4.5,19.2,12.5,10.2,63,63,15.6,98.02,11.5,0
CAROLYN SWORDS,LVA,29,19,8,11,12.9,3.3,1.4,2.7,50,0,0,0,0.5,0.6,83.3,1.5,2.7,4.3,0.7,0.9,0.2,0.6,1.7,11,2,0,0.9,99.6,97.1,2.5,8.9,0.82,15.9,10.6,19.1,14.9,19.3,50,54.1,12.2,102.1,8.9,0
CAPPIE PONDEXTER,IND,36,22,12,10,16.6,6.6,2.5,6.8,37.3,0.2,0.7,25,1.4,1.6,83.3,0.3,1.5,1.8,1.7,0.7,0.4,0,1.4,11.8,0,0,-5.5,93.2,110,-16.8,18.2,2.31,16.9,1.7,9.2,5.5,7.3,38.7,44,23,92.9,6.9,0
CANDICE DUPREE,IND,34,24,3,21,31.1,13.5,5.8,12.2,47.9,0,0,0,1.8,2.2,83,1.2,5.5,6.6,1.5,1.5,0.8,0.3,1.8,25.3,2,0,-8,94.7,106.9,-12.2,8.9,0.95,9.1,3.7,18.8,11,9.6,47.9,51.4,21.4,94.33,11.8,0
CANDACE PARKER,LAS,33,23,13,10,30.1,18,6.5,13.3,49,1.2,3.4,35.4,3.8,4.5,84.5,1.3,6.2,7.5,4.8,3.1,1,1,2.2,37.3,8,0,2.8,101.8,96.8,5,28.7,1.55,20.9,4.7,21.5,13.3,13.5,53.6,59.1,27.5,94.38,18.5,1
CAMILLE LITTLE,PHO,34,25,14,11,18.2,3.6,1.2,3.5,35.6,0.3,1,30.8,0.8,1,73.1,0.5,1.7,2.2,1.4,1.1,0.7,0.3,2.4,10.3,0,0,-0.6,96.5,97.4,-1,12.2,1.26,21.3,2.9,9.1,6,16.9,40.2,45.2,12,98.72,3.4,0
BRITTNEY SYKES,ATL,25,20,14,6,19.5,9.9,3.5,8.4,41.9,0.8,2.7,27.8,2.2,3.4,63.2,0.8,2.9,3.7,1.8,1.2,0.3,0.6,2.1,18.5,0,0,-0.8,95,97.6,-2.6,17.1,1.5,13.9,3.6,14.9,8.9,9.3,46.4,50.3,23.2,99.11,11.2,0
BRITTNEY GRINER,PHO,28,26,15,11,32.5,19.8,7.5,14,53.2,0,0.2,25,4.9,5.9,82.5,1.8,5.4,7.2,1.7,2.3,0.5,2.7,3.3,38.2,6,0,3.4,106.5,101.1,5.4,10.2,0.72,8.2,5.9,15.4,11,11.3,53.3,59.6,26.1,96.4,15.4,1
BRITTANY BOYD,NYL,26,21,5,16,18.6,5.9,2,4.7,42.9,0.2,0.9,27.8,1.6,2,79.1,0.2,2.9,3.1,5.2,2,1.5,0.1,2.4,20.3,1,0,-1.8,95.5,99.9,-4.4,43.7,2.56,40.6,1.3,15.9,8.5,15.9,45.4,52.6,17.7,98.6,14.4,0
BRIONNA JONES,CON,23,21,12,9,10.2,3.7,1.3,2.7,47.4,0,0,0,1.1,1.5,75,1,1.2,2.3,0.2,0.7,0.2,0.3,1.7,7.7,1,0,-0.5,97.2,99.1,-1.8,4,0.36,5.6,8.6,11.7,10.1,15.6,47.4,54.9,15.9,97.96,7,0
BRIANN JANUARY,PHO,32,25,14,11,26.4,6.5,2,5.3,38.6,1.2,2.7,46.3,1.2,1.4,80.6,0.4,1.5,2,3.1,1.5,0.6,0.1,2.2,14.3,0,0,1.1,104.6,102.5,2.1,18.4,2.05,29.5,1.8,5.4,3.7,14.4,50.4,54.8,12.6,96.14,5.6,0
BRIA HARTLEY,NYL,26,25,7,18,23.8,8.7,3.2,7.8,41,1.1,3.5,32.2,1.2,1.7,71.4,0.7,2.2,2.9,3.7,1.9,0.8,0,2.4,18.4,0,0,-4.8,99.3,107.9,-8.6,25.8,1.92,26.1,3,9.3,6.1,13.6,48.2,51.1,19.4,95.16,8.3,0
BREANNA STEWART,SEA,24,26,19,7,32.6,22.8,8.3,15.5,54,1.7,4.5,37.1,4.5,5.4,82.9,1.2,6.9,8.2,2.5,2,1.5,1.5,2.4,43.3,6,0,7.2,111.1,100.3,10.8,13.4,1.25,11.1,4.1,20.8,12.9,8.9,59.3,64,26.4,96.51,19.4,1
BREANNA LEWIS,DAL,25,6,3,3,4.3,1.2,0.5,1.7,30,0,0,0,0.2,0.2,100,0.5,0.7,1.2,0,0.5,0,0.2,1,2.6,0,0,-3.5,80.4,120,-39.6,0,0,0,9.4,19,13.2,23.1,30,33.5,19.1,102.77,-3.9,0
BLAKE DIETRICK,ATL,25,17,11,6,8.6,1.5,0.5,1.7,31,0.4,1.1,33.3,0.1,0.1,50,0.1,0.6,0.8,0.6,0.6,0.4,0,1,3.9,0,0,-2.1,87.2,97.4,-10.1,13.1,1,21.2,1.2,7.7,4.2,21.2,41.4,41.8,11.1,98.39,1.6,0
BETNIJAH LANEY,CON,25,21,11,10,9.2,2.6,1.1,2.6,44.4,0,0.4,12.5,0.3,0.3,85.7,0.7,1,1.8,0.8,0.5,0.3,0,0.8,6.3,0,0,2.2,106.6,94.4,12.2,12.5,1.55,20.2,8.1,11,9.6,13.1,45.4,48.2,14.7,97.19,8,0
AZURÁ STEVENS,DAL,23,25,14,11,20.2,8.6,3.1,7.2,43.1,0.8,2.7,31.3,1.5,1.9,80.9,1.6,2.6,4.2,1.2,1.6,0.9,0.9,2.1,19.3,0,0,1.8,106.8,102.1,4.7,9.6,0.74,10.7,7.9,12.7,10.3,14.4,48.9,53.3,19.3,101.99,9.4,0
ASTOU NDOUR,CHI,24,17,5,12,13.8,5.4,2,4.4,45.9,0.4,1.2,30,1.1,1.4,75,1.3,1.6,2.9,0.4,0.5,0.3,0.6,1.8,11.7,0,0,-3.7,96,110.6,-14.5,5.4,0.78,6.9,9.4,13,11.1,8.8,50,54.4,17.3,97.38,7.7,0
ASIA TAYLOR,IND,27,13,1,12,8.3,2,0.7,2,34.6,0.1,0.4,20,0.5,0.7,77.8,0.7,1.2,1.9,0.5,0.8,0.2,0,0.9,4.8,0,0,-1.5,89.6,97.2,-7.6,10,0.55,12.8,8.2,16.5,12.1,23.4,36.5,43.4,16,94.8,4.7,0
ARIEL ATKINS,WAS,22,23,13,10,22.5,11.3,4.2,9.8,42.9,1.6,4.3,36,1.3,1.7,81.6,0.9,1.4,2.3,2,1.2,1.3,0.4,2.7,21.1,0,0,6.1,112.8,98.8,14,13.4,1.64,14.6,4,6.4,5.2,8.9,50.9,53.8,22.7,96.26,8.7,0
ANGEL ROBINSON,PHO,32,18,10,8,11,2.3,0.8,2,41.7,0,0.1,0,0.7,0.8,85.7,1.2,2.3,3.5,0.7,1,0.1,0.3,1.3,7.7,0,0,-1.8,94.8,102.2,-7.4,10.1,0.67,16.9,10.8,20.5,15.8,25.4,41.7,49.8,12.5,99.25,8.1,0
ANGEL MCCOUGHTRY,ATL,32,25,16,9,27.9,16.5,5.9,14.1,41.8,0.6,2.6,24.6,4.1,5,83.1,1.5,4.6,6,3.2,2.6,1.4,0.4,2.4,31.3,3,0,2.9,97.9,93.1,4.8,21.4,1.2,14.3,5,15.1,10.1,12,44,50.8,28.4,99.64,14.7,1
AMBER HARRIS,CHI,31,1,0,1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,108.27,-25,0
AMANDA ZAHUI B,NYL,25,25,7,18,14.5,7,2.8,5.8,48.3,0.7,2.2,33.3,0.7,1.2,56.7,1,1.4,2.4,0.6,1.4,0.4,0.4,2.6,11.6,0,0,-3.2,97.4,106.8,-9.4,7.9,0.42,7.2,7.4,9.6,8.5,17.3,54.5,55.3,23,96.59,5.8,0
ALYSSA THOMAS,CON,27,16,11,5,31,10.6,4.1,9.3,44.3,0,0,0,2.4,4.5,52.8,2.2,6.6,8.8,4.4,2.1,1.1,0.4,2.9,30.3,6,0,9.6,109.9,94.5,15.4,19.1,2.12,24.7,6.8,21.9,14.1,11.7,44.3,47,17.8,97.8,11.6,0
ALYSHA CLARK,SEA,31,23,17,6,27.1,7.8,2.7,5.7,48.5,1,2.3,41.5,1.3,1.6,86.1,1.1,2.5,3.6,1.7,1.3,1.2,0.1,2.4,17.2,0,0,7.1,112.4,99.3,13.1,8.9,1.29,18.5,4.5,9.4,7,14.4,56.9,61.4,12.3,96.52,7.1,0
ALLISHA GRAY,DAL,24,25,14,11,26.1,9.3,2.8,7,40.6,1,3.3,30.5,2.6,3.1,85.7,0.8,2,2.8,2.2,1.4,1.1,0.3,2.2,18.7,0,0,2.8,106.4,101.5,4.9,13,1.6,18.7,3.1,7.4,5.3,11.7,47.7,55.8,15.7,99.79,7.7,0
ALLIE QUIGLEY,CHI,33,24,8,16,30.7,16,5.9,12.6,47,2.4,5.5,43.5,1.8,2,87.8,0.3,1.9,2.2,2.6,2.4,0.6,0.3,1.9,23,0,0,-5.5,100.5,110.2,-9.6,14.8,1.11,14.3,1,6.3,3.7,13,56.5,59.3,22,97.28,9.1,1
ALEXIS PRINCE,ATL,25,1,1,0,4.1,5,2,3,66.7,1,1,100,0,0,0,0,1,1,0,0,0,0,1,6.2,0,0,2,137.5,112.5,25,0,0,0,0,50,25,0,83.3,83.3,37.5,93.66,18.2,0
ALEXIS JONES,MIN,25,18,10,8,10,3.3,1.2,3.6,34.4,0.5,1.8,28.1,0.3,0.4,75,0.2,0.8,1,1,0.8,0.2,0.1,1.2,6,0,0,-1.6,87.6,96.1,-8.5,18.8,1.29,18.2,2.2,8,5.1,14.1,41.4,43.7,19.3,96.63,3.7,0
ALEX MONTGOMERY,CHI,30,19,7,12,6.4,0.8,0.3,1,26.3,0.1,0.2,33.3,0.2,0.2,100,0.3,0.6,0.9,0.5,0.3,0.1,0.1,0.7,2.8,0,0,-1.2,92.9,102.4,-9.5,12,1.8,25.7,5.3,9.6,7.6,14.3,28.9,36.1,9.3,99.16,2.2,0
ALEX BENTLEY,ATL,28,26,17,9,20.6,8.6,3.3,9.2,35.7,0.9,3.4,27,1.1,1.3,82.9,0.4,0.8,1.2,3,1.5,1.2,0.1,2.2,16.8,0,0,5,108.4,96.5,12,21.7,1.95,21.1,1.8,4,2.9,10.8,40.8,44,22.4,98.92,6.4,0
ALANA BEARD,LAS,37,22,13,9,25.4,4.4,1.9,4.3,44.2,0.1,0.2,40,0.5,0.6,76.9,1.2,2.1,3.3,1.7,0.6,1.5,0.3,2.5,15.5,0,0,1.1,99.5,96.1,3.4,9.5,2.64,24.3,5.2,9.1,7.1,9.2,45.3,47.7,9.5,94.57,5.8,0
ALAINA COATES,CHI,24,24,9,15,9.2,3.1,1.2,2,59.2,0,0,0,0.7,1.1,61.5,1.1,1.5,2.5,0.3,0.4,0.2,0.1,1.4,7,0,0,-0.6,99.3,102.9,-3.6,4.5,0.67,8.1,11.6,15.8,13.6,12.2,59.2,61.2,13,96.43,8.6,0
AERIAL POWERS,WAS,25,16,9,7,14.7,6,1.9,5.3,36.5,0.4,1.8,20.7,1.8,2.1,82.4,0.7,1.6,2.3,0.9,1.5,0.4,0.1,1.3,10.3,0,0,1.5,105.9,99,7,9.9,0.58,10.2,4.9,11.1,8,17.5,40,48,22.7,97.69,6.1,0
A'JA WILSON,LVA,22,25,12,13,30.7,20,7,15.8,44.4,0,0,0,5.9,7.6,77.5,2.2,6.4,8.6,2.5,1.5,0.7,1.8,2,39.9,10,0,0.2,102.6,102.4,0.2,15.2,1.66,10.8,6.8,19.9,13.4,6.5,44.4,52.1,28.7,99.28,15.8,1
