LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".A. Iguodala, .S. Curry, .K. Thompson, .A. Wiggins, .D. Lee",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0
".S. Curry, .K. Thompson, .A. Wiggins, .G. Payton II, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1
".S. Curry, .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Iguodala, .S. Curry, .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
".O. Porter Jr., .K. Looney, .G. Payton II, .J. Poole, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".K. Thompson, .K. Looney, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Green, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".D. Green, .O. Porter Jr., .A. Wiggins, .D. Lee, .C. Chiozza",GSW,1,0,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,0,1,2
".A. Wiggins, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
".S. Curry, .N. Bjelica, .O. Porter Jr., .K. Looney, .G. Payton II",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0
".N. Bjelica, .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-2
".N. Bjelica, .D. Green, .O. Porter Jr., .K. Looney, .G. Payton II",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0
".D. Green, .A. Wiggins, .K. Looney, .G. Payton II, .J. Kuminga",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".S. Curry, .N. Bjelica, .D. Green, .O. Porter Jr., .K. Looney",GSW,1,0,1,0,0,0.0,0,0,0.0,1,1,100,0,0,0,0,0,0,0,0,0,0,1
".S. Curry, .O. Porter Jr., .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
