LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".S. Curry, .N. Bjelica, .A. Wiggins, .G. Payton II, .D. Lee",GSW,2,1.9,3.5,1.5,3.5,42.9,0.0,0.5,0.0,0.5,1.0,50.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,-2.5
".A. Iguodala, .S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,2,1.8,4.5,1.5,3.0,50.0,0.5,1.0,50.0,1.0,1.5,66.7,0.0,1.5,1.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
".N. Bjelica, .D. Green, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,2,1.8,2.5,1.0,3.5,28.6,0.0,1.5,0.0,0.5,0.5,100,0.5,2.0,2.5,1.0,0.0,0.0,0.0,0.0,1.5,1.0,-1.5
".S. Curry, .D. Green, .O. Porter Jr., .G. Payton II, .D. Lee",GSW,2,1.8,3.5,1.5,5.0,30.0,0.5,1.5,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,-1.5
".S. Curry, .K. Thompson, .O. Porter Jr., .D. Lee, .J. Kuminga",GSW,2,1.8,8.0,3.0,3.5,85.7,1.0,1.5,66.7,1.0,1.0,100,0.0,2.0,2.0,2.5,0.5,0.0,0.5,0.0,1.0,0.5,5.5
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,2,1.7,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,3.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0
".A. Iguodala, .S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson",GSW,2,1.7,4.5,0.5,2.0,25.0,0.5,2.0,25.0,3.0,3.0,100,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.0,0.5,1.5,0.0
".A. Iguodala, .S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Poole",GSW,2,1.7,5.5,1.0,2.5,40.0,0.5,1.0,50.0,3.0,3.5,85.7,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,2.0,1.5
".K. Looney, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,1.7,4.0,1.5,3.5,42.9,0.5,1.5,33.3,0.5,1.0,50.0,0.5,1.0,1.5,1.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5
".K. Thompson, .D. Green, .A. Wiggins, .G. Payton II, .J. Poole",GSW,2,1.7,4.0,1.5,3.5,42.9,1.0,2.5,40.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.0,1.5,0.0,-3.0
".S. Curry, .N. Bjelica, .D. Lee, .J. Poole, .J. Kuminga",GSW,2,1.7,6.5,2.0,2.5,80.0,1.0,1.0,100,1.5,1.5,100,0.5,1.0,1.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,3.5
".S. Curry, .O. Porter Jr., .A. Wiggins, .K. Looney, .J. Kuminga",GSW,2,1.7,4.0,1.0,2.5,40.0,1.0,1.5,66.7,1.0,1.0,100,0.0,2.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,2.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .K. Looney, .M. Moody",GSW,2,1.7,2.0,1.0,2.5,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,-3.0
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .J. Kuminga",GSW,2,1.6,2.0,1.0,2.5,40.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,-2.0
".K. Thompson, .O. Porter Jr., .K. Looney, .J. Poole, .J. Kuminga",GSW,2,1.6,4.5,2.0,4.0,50.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,2.0,2.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5
".S. Curry, .A. Wiggins, .K. Looney, .G. Payton II, .J. Kuminga",GSW,2,1.6,4.0,1.0,2.5,40.0,0.5,1.5,33.3,1.5,2.5,60.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.5,1.5,-2.5
".S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,2,1.6,2.5,1.0,2.5,40.0,0.0,1.5,0.0,0.5,1.0,50.0,0.5,2.0,2.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5
".A. Iguodala, .S. Curry, .N. Bjelica, .A. Wiggins, .J. Poole",GSW,2,1.5,1.5,0.0,2.0,0.0,0.0,1.0,0.0,1.5,2.0,75.0,0.0,2.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5
".N. Bjelica, .A. Wiggins, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,1.4,2.5,1.0,1.5,66.7,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,-3.0
".N. Bjelica, .K. Thompson, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,1.4,2.5,1.0,3.0,33.3,0.0,1.0,0.0,0.5,1.0,50.0,0.5,2.0,2.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.5
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,2,1.3,2.5,0.5,2.0,25.0,0.0,0.5,0.0,1.5,1.5,100,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,-2.5
".D. Green, .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,2,1.3,1.5,0.5,1.5,33.3,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,-4.0
".N. Bjelica, .K. Thompson, .G. Payton II, .D. Lee, .J. Poole",GSW,2,1.3,2.5,0.5,2.0,25.0,0.5,1.5,33.3,1.0,1.0,100,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
".S. Curry, .D. Green, .O. Porter Jr., .K. Looney, .D. Lee",GSW,2,1.3,5.0,1.5,2.0,75.0,1.0,1.5,66.7,1.0,1.0,100,0.5,1.0,1.5,1.5,0.5,1.0,0.0,0.0,1.0,0.5,2.5
".S. Curry, .O. Porter Jr., .K. Looney, .D. Lee, .J. Kuminga",GSW,2,1.3,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,50.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-2.5
".S. Curry, .K. Looney, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,1.2,6.0,2.5,3.0,83.3,1.0,1.5,66.7,0.0,0.0,0.0,0.0,1.5,1.5,2.5,0.5,1.0,0.0,0.0,0.0,0.5,6.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Kuminga, .M. Moody",GSW,2,1.2,1.5,0.5,2.5,20.0,0.5,2.5,20.0,0.0,0.0,0.0,1.0,1.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
".A. Iguodala, .S. Curry, .D. Green, .G. Payton II, .D. Lee",GSW,2,1.1,3.0,1.0,2.5,40.0,1.0,2.5,40.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.0,0.5,0.0,1.5,0.0,2.5
".A. Iguodala, .S. Curry, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,2,1.1,4.0,2.0,3.5,57.1,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,1.0,0.0,1.5,0.0,0.5,1.0,0.0,3.5
".O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,1.1,3.0,1.0,2.0,50.0,0.0,0.5,0.0,1.0,1.0,100,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,2.0
".S. Curry, .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,1.1,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,-0.5
".S. Curry, .N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,1.1,4.5,2.0,2.0,100,0.5,0.5,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,3.5
".N. Bjelica, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,-2.0
".N. Bjelica, .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,2,1.0,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,-2.5
".S. Curry, .D. Green, .K. Looney, .J. Poole, .M. Moody",GSW,2,1.0,4.0,0.5,1.5,33.3,0.5,1.0,50.0,2.5,2.5,100,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,2.0
".S. Curry, .K. Thompson, .K. Looney, .J. Kuminga, .M. Moody",GSW,2,1.0,1.0,0.5,2.0,25.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".S. Curry, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Poole",GSW,2,1.0,2.5,1.0,2.0,50.0,0.0,1.0,0.0,0.5,0.5,100,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5
".K. Thompson, .D. Green, .K. Looney, .G. Payton II, .J. Poole",GSW,2,0.9,1.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-4.5
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II",GSW,2,0.8,1.5,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,-0.5
".N. Bjelica, .D. Green, .A. Wiggins, .C. Chiozza, .J. Poole",GSW,2,0.8,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0
".S. Curry, .N. Bjelica, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,0.8,2.0,0.5,0.5,100,0.0,0.0,0.0,1.0,1.0,100,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,-0.5
".S. Curry, .O. Porter Jr., .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,0.8,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-2.0
".A. Iguodala, .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,2,0.7,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
".K. Thompson, .A. Wiggins, .K. Looney, .J. Poole, .M. Moody",GSW,2,0.7,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0
".K. Thompson, .K. Looney, .D. Lee, .J. Poole, .J. Kuminga",GSW,2,0.7,2.5,1.0,1.5,66.7,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
".S. Curry, .K. Thompson, .A. Wiggins, .K. Looney, .D. Lee",GSW,2,0.7,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-2.0
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .M. Moody",GSW,2,0.7,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.5
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,2,0.6,1.5,0.5,0.5,100,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.0
".A. Iguodala, .S. Curry, .A. Wiggins, .G. Payton II, .J. Poole",GSW,2,0.5,1.5,0.5,0.5,100,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-1.5
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson",GSW,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-4.0
".A. Iguodala, .S. Curry, .D. Green, .G. Payton II, .J. Toscano-Anderson",GSW,2,0.4,1.5,0.5,1.0,50.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.5
".O. Porter Jr., .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,-1.0
".K. Thompson, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,2,0.3,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,-1.0
".A. Iguodala, .S. Curry, .O. Porter Jr., .D. Lee, .J. Poole",GSW,2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.5
".S. Curry, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
".A. Iguodala, .D. Green, .A. Wiggins, .G. Payton II, .J. Kuminga",GSW,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,2,0.1,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
