Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
214,Willy Hernangomez,C,24,CHO,47,631,20.6,0.589,0.127,0.473,15.7,27.7,21.6,10.4,0.8,2,13.6,22.5,1.4,0.7,2.1,0.157,0.1,-0.9,-0.8,0.2
215,Mario Hezonja,SF,23,NYK,48,916,9.7,0.474,0.337,0.218,2.3,18.5,10.1,8.3,2.4,0.6,12.6,20.5,-1.1,0.8,-0.2,-0.012,-4.2,-0.6,-4.8,-0.7
216,Isaiah Hicks,PF,24,NYK,1,4,13.8,0.568,,,0,0,0,31.2,0,0,0,9.3,0,0,0,0.133,-4.2,-10.4,-14.6,0
217,Buddy Hield,SG,26,SAC,65,2082,17.6,0.594,0.466,0.15,4.3,12.6,8.4,11.5,0.9,1.1,9.9,25.2,3.4,1.4,4.8,0.111,3.1,-1.9,1.2,1.7
218,Haywood Highsmith,SF,22,PHI,2,9,17.3,0.75,1,0,0,11.5,5.9,30,0,0,0,9.3,0,0,0,0.231,3.4,-4.9,-1.4,0
219,Nene Hilario,C,36,HOU,35,459,13.1,0.592,0.022,0.43,6.4,19.9,12.9,6.6,1.7,2.6,7.5,11.3,0.8,0.5,1.3,0.135,-2.5,0.9,-1.6,0
220,George Hill,PG,32,TOT,47,1037,11.6,0.544,0.404,0.202,3.1,8.2,5.8,14.4,2,0.6,11.5,14.3,1,1,2,0.095,-0.8,-0.3,-1,0.3
220,George Hill,PG,32,CLE,13,344,13.5,0.604,0.262,0.187,3.7,5.1,4.4,16.5,1.7,0.2,14.7,17.3,0.5,0,0.5,0.066,0.3,-2.7,-2.4,0
220,George Hill,PG,32,MIL,34,693,10.6,0.507,0.491,0.211,2.8,9.8,6.5,13.4,2.1,0.7,9.5,12.8,0.5,1,1.6,0.109,-1.3,0.9,-0.4,0.3
221,Solomon Hill,SF,27,NOP,37,739,6.9,0.487,0.547,0.197,4.6,11.2,8,7.4,1.3,1,13.9,9.6,0.1,0.4,0.5,0.034,-1.9,0.1,-1.9,0
222,Aaron Holiday,PG,22,IND,41,466,11.9,0.495,0.49,0.172,1,11.9,6.6,18.2,1.7,2.3,11.3,23.2,-0.1,0.7,0.5,0.054,-2,-0.7,-2.8,-0.1
223,Jrue Holiday,SG,28,NOP,67,2402,19.6,0.555,0.313,0.234,3.3,11.1,7.3,31.7,2.1,1.8,14.1,25.5,3.8,2,5.7,0.114,3,-0.1,2.9,3
224,Justin Holiday,SG,29,TOT,68,2144,9.3,0.503,0.602,0.13,1.7,12.5,7.1,8.4,2.2,1.3,11.5,15.4,-0.9,2.1,1.2,0.028,-1.8,0.7,-1,0.5
224,Justin Holiday,SG,29,CHI,38,1325,11,0.531,0.685,0.117,1.6,12.4,7,9.2,2.5,1.4,10.2,15.3,0.2,1.1,1.3,0.048,-0.1,0.8,0.8,0.9
224,Justin Holiday,SG,29,MEM,30,819,6.4,0.457,0.459,0.152,1.9,12.6,7.2,7.2,1.8,1.2,13.7,15.7,-1.1,1,-0.1,-0.005,-4.6,0.6,-4,-0.4
225,John Holland,SF,30,CLE,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.032,-6.4,-1,-7.4,0
226,Rondae Hollis-Jefferson,SF,24,BRK,53,1141,12.1,0.466,0.108,0.384,6.6,18.9,12.8,11.5,1.5,1.7,10.4,21,-0.3,1.4,1.1,0.046,-4.2,1,-3.3,-0.4
227,Richaun Holmes,C,25,PHO,62,1020,20.8,0.658,0,0.458,10.7,19.9,15.2,7.7,1.7,5.8,10.8,17.5,2.8,1,3.8,0.177,0.1,1.7,1.8,1
228,Rodney Hood,SG,26,TOT,58,1511,12.5,0.544,0.351,0.243,1.4,8.3,4.8,10.4,1.6,0.4,6.6,18.4,1.8,0.2,2,0.063,-0.2,-2.4,-2.6,-0.2
228,Rodney Hood,SG,26,CLE,45,1234,13,0.542,0.335,0.251,1.6,8.8,5,11.7,1.5,0.3,6.7,19.2,1.5,0,1.5,0.06,-0.1,-2.7,-2.8,-0.2
228,Rodney Hood,SG,26,POR,13,277,10.3,0.552,0.44,0.202,0.8,6,3.5,4.9,1.9,0.6,6.2,14.9,0.2,0.2,0.5,0.079,-0.8,-1.2,-1.9,0
229,Al Horford,C,32,BOS,57,1638,19.9,0.601,0.297,0.117,6.8,18.6,12.7,20.6,1.4,4.2,12.3,18.6,3.6,2.6,6.2,0.183,2,3.1,5,2.9
230,Danuel House,SF,25,HOU,25,620,12.5,0.631,0.645,0.355,3.5,12.9,8,6.1,1.1,1.4,11.4,14.1,1,0.3,1.4,0.105,0,-1.2,-1.2,0.1
231,Dwight Howard,C,33,WAS,9,230,17.4,0.638,0,0.696,11.2,28.5,19.7,2.5,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.125,-3,-2.3,-5.3,-0.2
232,Kevin Huerter,SG,20,ATL,62,1686,10,0.54,0.547,0.103,2.8,10,6.3,14.1,1.5,1,14.5,15.5,0.6,0.6,1.2,0.035,-1,-1.1,-2,0
233,Chandler Hutchison,SF,22,CHI,44,895,8.8,0.507,0.239,0.182,3.8,18.9,11.3,5.4,1.2,0.6,10,12.3,0,0.6,0.6,0.032,-3.9,-0.4,-4.2,-0.5
234,Serge Ibaka,C,29,TOR,63,1773,18.3,0.576,0.194,0.207,8.4,22.6,15.6,8,0.8,4,10.7,22.4,2.5,2.7,5.2,0.141,-0.5,1.3,0.8,1.3
235,Andre Iguodala,SF,35,GSW,58,1371,13.5,0.596,0.477,0.244,3.2,13.7,8.6,16.7,1.8,2.9,12.6,10.3,2.3,1.5,3.7,0.131,0.4,1.6,2.1,1.4
236,Ersan Ilyasova,PF,31,MIL,54,957,12.9,0.555,0.409,0.179,9.7,16.1,13.1,6.2,1.4,1.2,10,16.2,1.3,1.5,2.8,0.138,-0.6,0.1,-0.4,0.4
237,Joe Ingles,SF,31,UTA,65,2064,12.7,0.565,0.584,0.174,1.4,11.9,6.7,24.3,1.9,0.7,17.8,17.2,1.5,2.7,4.2,0.098,0.5,0.8,1.3,1.7
238,Brandon Ingram,SF,21,LAL,52,1760,13.6,0.555,0.129,0.396,2.5,13,7.9,12.9,0.7,1.4,13.1,23.2,0.7,1.3,2,0.055,-2.1,-0.7,-2.8,-0.4
239,Kyrie Irving,PG,26,BOS,55,1804,24.9,0.603,0.338,0.194,3.6,12.4,8,35.5,2.3,1.3,11.8,29.1,5.5,2.5,8,0.213,6.3,0.5,6.8,4
240,Jonathan Isaac,PF,21,ORL,62,1648,13,0.545,0.404,0.244,5.1,16.8,10.9,5.3,1.4,4.2,10.6,16,0.8,2.4,3.2,0.095,-2.1,2.1,0,0.8
241,Wesley Iwundu,SF,24,ORL,54,963,7.8,0.508,0.269,0.402,3,13.7,8.2,7.5,1.1,1.6,12.8,13.4,0,1,1,0.052,-4.2,0.6,-3.5,-0.4
242,Demetrius Jackson,PG,24,PHI,6,39,21,0.656,0.4,0.267,5.6,2.7,4.1,19.8,2.4,0,5.6,19.1,0.2,0,0.2,0.235,4.4,-3.2,1.2,0
243,Frank Jackson,PG,20,NOP,54,931,9.3,0.52,0.382,0.143,2.5,10.5,6.6,7.2,1.1,0.1,9.4,17.8,0.1,0.4,0.4,0.022,-2.1,-2.6,-4.8,-0.7
244,Jaren Jackson,PF,19,MEM,58,1515,16.5,0.591,0.241,0.334,5.4,15.1,10.1,7.3,1.7,5.2,12.7,23,1.2,2.4,3.6,0.113,-1.3,1.7,0.4,0.9
245,Josh Jackson,SG,21,PHO,68,1634,10.4,0.483,0.261,0.261,3.7,15.7,9.6,14.6,1.9,2.3,16.8,24.3,-2.6,1,-1.6,-0.047,-4.6,-0.4,-5,-1.2
246,Justin Jackson,SF,23,TOT,65,1258,9.9,0.539,0.531,0.169,2.4,11.2,6.8,7.6,1,0.9,5.9,13.4,1.1,0.8,1.9,0.072,-1.1,-0.9,-2,0
246,Justin Jackson,SF,23,SAC,52,1083,10.1,0.546,0.539,0.169,2.3,11.7,6.9,8.1,1,1,6.5,12.9,1,0.7,1.7,0.075,-0.9,-0.6,-1.5,0.1
246,Justin Jackson,SF,23,DAL,13,175,9.1,0.505,0.492,0.164,3.1,8.5,5.8,4.3,0.8,0.5,3,16.5,0.1,0.1,0.2,0.048,-2.4,-2.6,-5,-0.1
247,Reggie Jackson,PG,28,DET,65,1863,15.5,0.559,0.455,0.233,2.1,8.1,5,24.2,1.2,0.3,11.1,23.3,3.2,1.6,4.7,0.122,2.2,-1.8,0.4,1.1
248,LeBron James,SF,34,LAL,48,1699,25.9,0.593,0.305,0.393,3.1,21.8,12.7,37.9,1.8,1.4,13.1,30.9,4.4,2.2,6.6,0.187,6.2,1.8,8,4.3
249,Amile Jefferson,PF,25,ORL,5,20,13.8,0.521,0,1,10.6,27.2,18.8,0,2.4,0,0,12.6,0,0,0.1,0.184,-5.6,-3.7,-9.2,0
250,John Jenkins,SG,27,TOT,13,136,8.3,0.524,0.489,0.089,1.5,8,4.6,5.5,0,0.6,7.9,15.8,0,0,0,-0.008,-2.9,-4,-6.9,-0.2
250,John Jenkins,SG,27,WAS,4,14,20.4,1.5,1,0,0,7.9,3.9,9.8,0,0,0,6.1,0.1,0,0.1,0.199,7.4,-5.2,2.2,0
250,John Jenkins,SG,27,NYK,9,122,7,0.48,0.465,0.093,1.7,8,4.7,5,0,0.7,8.2,16.9,-0.1,0,-0.1,-0.032,-4.1,-3.9,-8,-0.2
251,Jonas Jerebko,PF,31,GSW,60,1046,13.3,0.587,0.529,0.222,7.1,19.2,13.4,10.2,0.8,1,10.2,14.8,1.8,0.9,2.7,0.125,0.6,-1,-0.4,0.4
252,Alize Johnson,PF,22,IND,11,32,-0.5,0.255,0.2,0.4,3.6,23.7,13.9,0,0,2.8,0,16.1,-0.1,0,-0.1,-0.101,-12.8,-4.2,-17,-0.1
253,Amir Johnson,C,31,PHI,43,442,12.6,0.582,0.25,0.273,9.2,19.9,14.7,16.5,1.6,1.9,22.9,18.2,0.2,0.6,0.8,0.089,-1.8,1,-0.7,0.1
254,B.J. Johnson,SF,23,ATL,4,39,13.5,0.654,0.462,0,5.4,16.7,10.9,0,2.4,0,13.3,15.7,0,0,0.1,0.071,-2.7,-4.7,-7.4,-0.1
255,James Johnson,PF,31,MIA,41,854,10.9,0.517,0.374,0.163,2,14.4,8.2,16.4,1.5,2,14.8,18.2,0,1,1,0.056,-2.6,0.5,-2.1,0
256,Stanley Johnson,SF,22,TOT,57,1057,9,0.465,0.505,0.141,3.2,17.3,10.1,9.8,2.5,1,14,19.1,-1.1,1.5,0.4,0.018,-3.4,1,-2.4,-0.1
256,Stanley Johnson,SF,22,DET,48,961,9.8,0.482,0.519,0.146,2.8,17.6,10,9.3,2.4,1.1,12.9,19,-0.7,1.4,0.7,0.036,-2.9,1.1,-1.9,0
256,Stanley Johnson,SF,22,NOP,9,96,1.1,0.277,0.364,0.091,7.7,15,11.4,15.4,2.9,0,24.3,19.4,-0.4,0.1,-0.3,-0.164,-8,0.1,-7.8,-0.1
257,Tyler Johnson,PG-SG,26,TOT,56,1497,12.6,0.53,0.492,0.238,2.4,9.9,6.1,16,1.8,1.6,11.4,18.4,1,1.3,2.3,0.073,-0.5,-0.5,-1,0.4
257,Tyler Johnson,PG,26,MIA,44,1123,12.4,0.54,0.509,0.219,1.8,9.8,5.8,14.8,1.7,1.7,12.5,19.1,0.6,1.2,1.7,0.074,-0.6,-0.3,-1,0.3
257,Tyler Johnson,SG,26,PHO,12,374,13.2,0.495,0.435,0.304,4.1,10.3,7.2,19.5,1.8,1.3,7.1,16.1,0.4,0.1,0.6,0.071,-0.2,-1,-1.1,0.1
258,Wesley Johnson,SF,31,TOT,35,512,5.8,0.481,0.61,0.13,2.5,11.4,7,5.6,1.3,1.8,12.2,12,-0.2,0.3,0.1,0.007,-3.2,-0.7,-3.9,-0.2
258,Wesley Johnson,SF,31,NOP,26,377,7,0.517,0.568,0.102,2.8,12,7.5,5.2,1.5,1.5,11.5,11.4,0,0.3,0.3,0.035,-2.3,-0.4,-2.7,-0.1
258,Wesley Johnson,SF,31,WAS,9,135,2.5,0.394,0.714,0.2,1.6,9.9,5.7,6.5,0.7,2.5,13.6,13.8,-0.2,0,-0.2,-0.072,-5.6,-1.5,-7.1,-0.2
259,Nikola Jokic,C,23,DEN,64,2016,26.9,0.593,0.227,0.323,10,27.1,18.5,37.9,2.2,1.8,15.7,27.4,6.6,3.4,10,0.238,6.2,3.6,9.8,6
260,Damian Jones,C,23,GSW,24,410,15.4,0.72,0,0.5,8.4,11.1,9.8,8.8,1.4,5.1,15.1,11,1,0.4,1.4,0.168,0.6,2.2,2.8,0.5
261,Derrick Jones,SF,21,MIA,46,844,15.3,0.579,0.263,0.348,10.1,14.2,12.1,4.2,2,3.5,11.5,16.3,1.1,1.2,2.3,0.128,-0.9,1.1,0.2,0.5
262,Jalen Jones,SF,25,CLE,16,214,11.7,0.548,0.452,0.435,5.5,12.4,8.8,4.9,2.1,0.8,9.8,16.8,0.2,0.1,0.3,0.057,-1.2,-2.2,-3.4,-0.1
263,Terrence Jones,PF,27,HOU,2,5,-15.8,0.225,0.5,0.25,0,92.5,44.8,0,0,0,18.4,47.2,-0.1,0,-0.1,-0.666,-36.1,-16.7,-52.8,-0.1
264,Tyus Jones,PG,22,MIN,53,1098,12.8,0.471,0.3,0.165,1.5,7.9,4.7,26.2,2.9,0.4,9.6,13.4,1.1,0.8,1.9,0.085,-0.9,-0.8,-1.7,0.1
265,DeAndre Jordan,C,30,TOT,61,1834,18.9,0.672,0,0.593,11.6,35.9,23.8,9.9,1,3.1,20.2,14.8,3.6,2.9,6.5,0.171,-1.1,3.2,2.1,1.9
265,DeAndre Jordan,C,30,DAL,50,1554,18.1,0.672,0,0.613,11.2,35.9,23.7,9.6,1,2.9,21.3,14.4,2.7,2.6,5.3,0.164,-1.4,3.4,2,1.6
265,DeAndre Jordan,C,30,NYK,11,280,23.4,0.674,0,0.506,13.7,35.6,24.3,11.4,0.7,4.2,15.3,16.8,0.8,0.4,1.2,0.207,0.3,2.2,2.5,0.3
266,Cory Joseph,PG,27,IND,67,1708,11.7,0.501,0.318,0.075,2.1,13.2,7.8,20.8,1.9,0.9,12.2,14,1,2.4,3.4,0.095,-1.4,1.2,-0.2,0.8
267,Frank Kaminsky,C,25,CHO,31,393,16.8,0.607,0.45,0.318,7.1,17.5,12.2,13,0.6,1.3,13.6,21.7,0.7,0.2,0.9,0.11,1,-2.1,-1.1,0.1
268,Enes Kanter,C,26,TOT,52,1276,21.8,0.586,0.049,0.292,15.2,27.6,21.2,12.6,0.8,1.3,13.1,22.7,2.8,1.1,4,0.149,1,-0.1,0.9,0.9
268,Enes Kanter,C,26,NYK,44,1128,21.8,0.585,0.047,0.276,15.3,27.9,21.4,12.9,0.8,1.3,13.1,22.7,2.5,0.9,3.4,0.146,1.1,-0.1,1,0.9
268,Enes Kanter,C,26,POR,8,148,21.1,0.593,0.068,0.424,14,25.4,19.8,10.4,1.3,1.6,13.6,23.1,0.3,0.2,0.5,0.173,0.3,-0.3,0,0.1
269,Luke Kennard,SG,22,DET,47,1044,12.6,0.566,0.512,0.114,0.9,14,7.3,11.7,0.9,0.7,8.8,18.3,1.1,1,2,0.094,-0.3,-0.8,-1.1,0.2
270,Michael Kidd-Gilchrist,PF,25,CHO,55,1056,13.7,0.554,0.131,0.389,8.4,14.4,11.3,6.8,1.2,3,10,16.2,1.4,0.9,2.3,0.104,-1.5,0.2,-1.3,0.2
271,George King,SF,25,PHO,1,6,1.9,,,,0,18.9,9.3,0,0,0,,0,0,0,0,0.001,-8.8,-1.7,-10.5,0
272,Maxi Kleber,PF,27,DAL,58,1163,13.2,0.575,0.576,0.184,6.5,15.3,10.9,6.6,1.2,5.1,11.3,13.7,1.2,1.5,2.7,0.111,-0.8,2.4,1.6,1.1
273,Brandon Knight,PG,27,TOT,23,324,8.6,0.471,0.609,0.183,1.3,7.1,4.1,16.6,1.1,0,8.1,18.2,0,0,0,0.005,-1.8,-4.5,-6.3,-0.4
273,Brandon Knight,PG,27,HOU,12,118,0.8,0.347,0.681,0.234,0.9,7.8,4.3,10.8,0.8,0,8.8,20.9,-0.3,0,-0.3,-0.118,-6.7,-4.8,-11.5,-0.3
273,Brandon Knight,PG,27,CLE,11,206,13.1,0.559,0.559,0.147,1.6,6.7,4,20,1.2,0,7.7,16.7,0.4,0,0.3,0.076,0.9,-4.3,-3.3,-0.1
274,Kevin Knox,PF,19,NYK,60,1677,8.1,0.462,0.389,0.234,3.2,13.5,8.2,5.6,1,0.9,10.1,22.3,-2,0.7,-1.3,-0.037,-3.9,-2.4,-6.3,-1.8
275,Furkan Korkmaz,SG,21,PHI,46,654,11.7,0.533,0.594,0.179,2.7,14.1,8.6,11,2,0.2,9,17.8,0.4,0.7,1.2,0.085,-0.6,-1.2,-1.8,0
276,Luke Kornet,PF,23,NYK,34,537,14.4,0.533,0.689,0.173,3.4,13.3,8.2,10.7,2,3.5,8.3,18.2,0.5,0.5,0.9,0.083,0.4,0.1,0.5,0.3
277,Kyle Korver,SG-PF,37,TOT,59,1134,12.1,0.608,0.71,0.164,0.7,12.5,6.6,8.2,0.8,0.8,10.7,18.3,1.1,0.9,2.1,0.088,0.4,-1.8,-1.4,0.2
277,Kyle Korver,PF,37,CLE,16,251,11.3,0.65,0.711,0.211,0,13.4,6.4,10.3,0.6,0.7,17,17.5,0.2,0,0.2,0.044,-0.3,-3.5,-3.7,-0.1
277,Kyle Korver,SG,37,UTA,43,883,12.3,0.597,0.709,0.153,0.9,12.3,6.6,7.7,0.9,0.8,9.1,18.6,0.9,1,1.9,0.101,0.5,-1.3,-0.7,0.3
278,Kosta Koufos,C,29,SAC,32,381,12.3,0.481,0,0.156,10.6,27.1,18.7,9.1,1.6,2.9,14.7,14.8,0,0.6,0.6,0.073,-4.2,2.1,-2.1,0
279,Rodions Kurucs,SF,20,BRK,49,1009,12.3,0.576,0.384,0.209,4.9,14.8,9.8,6,1.4,1.3,13.2,18.4,0.6,1,1.7,0.08,-1.7,-0.2,-2,0
280,Kyle Kuzma,PF,23,LAL,60,1976,14.6,0.556,0.385,0.226,3,14.4,8.9,11.1,0.8,0.9,10.3,23.8,1.4,1.6,2.9,0.071,-0.1,-1.4,-1.5,0.2
281,Skal Labissiere,PF,22,TOT,17,122,6,0.504,0.367,0.433,3.3,18,10.5,6.3,0.8,2.8,18.3,14.8,-0.1,0.1,0,0.004,-5.5,0,-5.5,-0.1
281,Skal Labissiere,PF,22,SAC,13,113,7,0.517,0.367,0.367,3.6,18.5,10.9,6.8,0.8,2.3,16.7,15.3,-0.1,0.1,0.1,0.022,-4.7,-0.3,-5,-0.1
281,Skal Labissiere,PF,22,POR,4,9,-6.1,0,,,0,11.6,5.9,0,0,8.9,53.2,8.8,-0.1,0,0,-0.218,-14.4,3.8,-10.6,0
282,Jeremy Lamb,SG,26,CHO,63,1804,16.8,0.551,0.33,0.266,2.9,18.4,10.5,11.7,1.7,1.1,7.3,22.3,2.4,1.6,4.1,0.109,0.3,-0.7,-0.4,0.7
283,Zach LaVine,SG,23,CHI,60,2071,18.8,0.573,0.282,0.325,1.9,12.7,7.3,22.6,1.3,1.1,14,30.6,1.7,1.1,2.8,0.065,1.8,-1.7,0.1,1.1
284,Jake Layman,SF,24,POR,55,1023,14.8,0.618,0.435,0.137,5.3,13,9.2,5.6,1.2,2,9.4,15.9,1.8,0.9,2.7,0.126,0.9,-0.5,0.5,0.6
285,T.J. Leaf,PF,21,IND,46,406,15.3,0.568,0.191,0.154,7.9,18.2,13.1,6.5,0.6,2.9,6.4,16.7,0.6,0.6,1.1,0.134,-1.7,-0.3,-2,0
286,Courtney Lee,SG,33,TOT,23,278,10.8,0.516,0.413,0.253,2.6,10.1,6.2,11.7,2.3,0.9,8.8,14,0.2,0.2,0.4,0.067,-2,-0.3,-2.3,0
286,Courtney Lee,SG,33,NYK,12,160,13.8,0.527,0.34,0.298,3.8,14.2,8.8,15,2.4,1.1,8.6,15.4,0.2,0.1,0.3,0.089,-1.1,0,-1.1,0
286,Courtney Lee,SG,33,DAL,11,118,6.9,0.497,0.536,0.179,0.9,4.5,2.7,7.2,2.1,0.7,9,12.1,0,0.1,0.1,0.037,-3.3,-0.7,-4,-0.1
287,Damion Lee,SG,26,GSW,23,276,10,0.572,0.552,0.172,2.8,13.1,8.1,2.4,1.7,0,8.8,15.8,0.2,0.2,0.4,0.065,-1.7,-2.9,-4.6,-0.2
288,Alex Len,C,25,ATL,64,1252,16.1,0.561,0.273,0.352,11,19.3,15.1,7.8,0.9,3.9,13,21.9,1.3,0.9,2.2,0.084,-1.2,-0.7,-1.9,0
289,Kawhi Leonard,SF,27,TOR,48,1653,26.3,0.608,0.255,0.395,4.2,18.5,11.5,15.8,2.6,1,8.3,30.1,5.3,2.6,7.9,0.231,4.5,0.8,5.3,3
290,Meyers Leonard,C,26,POR,55,781,15.8,0.673,0.475,0.203,5.9,21.9,14.1,11.6,0.8,0.9,13.9,14.9,1.8,0.8,2.6,0.161,1.6,-0.3,1.4,0.7
291,Jon Leuer,PF,29,DET,35,374,14,0.635,0.094,0.292,6.8,20.2,13.3,5.8,1.6,0.9,16.1,16.4,0.5,0.5,0.9,0.121,-2.4,0.3,-2.2,0
292,Caris LeVert,SF,24,BRK,26,703,14.9,0.515,0.33,0.257,3,12.6,7.8,21.9,2,1.2,12.3,24.9,0.2,0.8,1,0.068,-0.6,0.1,-0.5,0.3
293,Damian Lillard,PG,28,POR,65,2304,23.7,0.591,0.407,0.348,2.6,10.9,6.8,29.2,1.5,1,10.9,29.6,7.7,1.9,9.7,0.201,6.3,-1.2,5.1,4.1
294,Jeremy Lin,PG,30,TOT,60,1189,14.6,0.57,0.338,0.404,1.8,11,6.3,25.7,1.7,0.7,17.3,22.5,1.2,0.7,1.9,0.076,-0.6,-2.1,-2.7,-0.2
294,Jeremy Lin,PG,30,ATL,51,1003,16,0.594,0.342,0.435,1.7,11.1,6.3,27.1,1.8,0.6,17.6,22.7,1.5,0.5,2,0.095,0.2,-2.4,-2.2,0
294,Jeremy Lin,PG,30,TOR,9,186,7.1,0.434,0.319,0.236,2.4,10.3,6.4,17.7,1.3,1.3,15.9,21.7,-0.3,0.2,-0.1,-0.025,-4.9,-0.7,-5.6,-0.2
295,Shaun Livingston,PG,33,GSW,52,793,11.7,0.532,0.011,0.254,5,7.9,6.5,15.5,1.6,2.5,14.1,12.6,0.9,0.6,1.5,0.091,-2.2,0.3,-1.9,0
296,Zach Lofton,SG,26,DET,1,4,-10,0,1,0,0,0,0,0,12.2,0,50,21.5,-0.1,0,0,-0.443,-16.8,8.2,-8.6,0
297,Kevon Looney,C,22,GSW,64,1266,16.7,0.623,0.036,0.331,14.4,16.5,15.5,11,1.3,3.2,12,12.3,3.4,1.4,4.8,0.181,1.6,1.7,3.3,1.7
298,Brook Lopez,C,30,MIL,67,1894,14.5,0.599,0.663,0.145,1.6,14.2,8.2,5,1,6.5,8.8,16.8,1.9,3.5,5.4,0.136,-0.1,2.7,2.6,2.2
299,Robin Lopez,C,30,CHI,60,1216,14.8,0.59,0.058,0.228,9.1,10.3,9.7,8.2,0.4,4.7,15.4,18.5,1.1,0.7,1.7,0.069,-1.8,0.3,-1.5,0.1
300,Kevin Love,PF,30,CLE,13,353,22.5,0.582,0.514,0.491,7,38.7,22.2,14,0.6,0.7,10.2,29.1,0.9,0.2,1.2,0.157,2.7,-2.6,0.1,0.2
301,Kyle Lowry,PG,32,TOR,55,1915,16.9,0.564,0.601,0.27,2.1,12.4,7.4,35.8,1.9,1.2,18,19.7,3.4,2.4,5.9,0.147,2.8,0.4,3.2,2.5
302,Jordan Loyd,PG,25,TOR,8,36,10.9,0.606,0.455,0.455,3,17.7,10.5,7.6,0,0,13.2,18,0,0,0.1,0.102,-2,-2.8,-4.8,0
303,Kalin Lucas,PG,29,DET,1,6,16.6,0.532,1,2,0,56.3,27.4,20.5,0,0,0,13.5,0,0,0,0.238,-0.9,0.7,-0.2,0
304,Timothe Luwawu-Cabarrot,SF-SG,23,TOT,36,345,4.5,0.411,0.536,0.17,1.8,14.4,8.1,4.7,1.7,0.7,9.7,16.5,-0.6,0.3,-0.3,-0.037,-5.8,-1.6,-7.4,-0.5
304,Timothe Luwawu-Cabarrot,SF,23,OKC,21,123,3.5,0.383,0.512,0.14,3.3,12,7.5,4.2,1.5,0.7,9.9,16.7,-0.2,0.1,-0.1,-0.031,-6.6,-1.8,-8.5,-0.2
304,Timothe Luwawu-Cabarrot,SG,23,CHI,15,222,5.1,0.428,0.551,0.188,1,15.8,8.4,5,1.7,0.8,9.7,16.3,-0.4,0.2,-0.2,-0.04,-5.3,-1.5,-6.8,-0.3
305,Tyler Lydon,PF,22,DEN,24,90,8.1,0.573,0.588,0.176,7.2,13.3,10.2,7,1.1,0,17.9,10.5,0.1,0.1,0.1,0.068,-1.9,-1.3,-3.2,0
306,Trey Lyles,PF,23,DEN,55,1024,13.1,0.503,0.397,0.237,4.3,19.4,11.8,10.9,1.3,2,10.8,23.4,0,1.2,1.2,0.057,-2.3,-0.8,-3.1,-0.3
307,Shelvin Mack,PG,28,TOT,55,1228,10.9,0.494,0.323,0.207,1.6,8,4.8,23.2,1.9,0.3,12.7,18.1,0,1.3,1.2,0.048,-2.3,-1.3,-3.6,-0.5
307,Shelvin Mack,PG,28,MEM,53,1204,11.1,0.499,0.329,0.193,1.7,8,4.8,23.5,1.9,0.3,12.8,18.1,0.1,1.2,1.3,0.051,-2.1,-1.3,-3.4,-0.4
307,Shelvin Mack,PG,28,CHO,2,24,0.6,0.298,0,1,0,9.1,4.5,5.3,4,0,9,19.8,-0.1,0,-0.1,-0.138,-10.8,-0.8,-11.6,-0.1
308,Daryl Macon,SG,23,DAL,4,8,19.6,1,0,0,0,0,0,0,6.1,0,33.3,16.1,0,0,0,0.082,-0.5,1.6,1,0
309,J.P. Macura,SG,23,CHO,1,14,0.5,0.25,0.5,0,0,15.6,7.7,20.7,0,0,0,24.5,-0.1,0,-0.1,-0.211,-8.2,-4.9,-13.1,0
310,Ian Mahinmi,C,32,WAS,31,445,12.4,0.567,0.145,0.723,9.4,17,13.1,6.9,2.5,2.9,15.5,12.3,0.5,0.5,1,0.104,-2.1,1.6,-0.4,0.2
311,Thon Maker,C-PF,21,TOT,47,602,11.9,0.523,0.559,0.274,4.7,17.8,11.5,7.4,1.1,3.9,7.9,15.9,0.4,1,1.4,0.109,-2.1,1.2,-0.9,0.2
311,Thon Maker,C,21,MIL,35,409,13,0.546,0.582,0.276,4.5,18.8,12,5.8,1.1,3.7,5.7,16.4,0.4,0.7,1.1,0.134,-1.5,0.7,-0.8,0.1
311,Thon Maker,PF,21,DET,12,193,9.5,0.464,0.5,0.269,5,15.7,10.2,10.8,1,4.4,13.4,14.9,0,0.3,0.2,0.055,-3.5,2.2,-1.3,0
312,Boban Marjanovic,C,30,TOT,43,495,24.3,0.675,0.017,0.612,14.8,26.8,21,10.4,1.2,3.7,17.5,23.3,1.4,0.8,2.2,0.213,1,0.8,1.8,0.5
312,Boban Marjanovic,C,30,LAC,36,376,25.1,0.666,0.014,0.679,16,26.4,21.4,9.5,1.4,3.6,16.9,24.6,1.2,0.6,1.7,0.223,1.2,0.5,1.8,0.4
312,Boban Marjanovic,C,30,PHI,7,119,21.8,0.713,0.026,0.368,11.1,27.9,19.7,13.4,0.8,3.9,19.9,19.5,0.3,0.2,0.5,0.182,0.2,1.7,1.9,0.1
