PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PM,OFFRTG,DEFRTG,NETRTG,ASTP,ASTTOR,ASTRATIO,OREBP,DREBP,REBP,TORATIO,EFGP,TSP,USGP,PACE,PIE,PTS OFF TO,2ND PTS,FBPS,PITP,OPP PTS OFF TO,OPP 2ND PTS,OPP FBPS,OPP PITP,BLK,BLKA,PF,PFD,PFGA 2PT,PFGA 3PT,PPTS 2PT,PPTS 2PT MR,PPTS 3PT,PPTS FBPS,PPTSFT,PPTS OFFTO,PPTS PITP,2FGM PAST,2FGM PUAST,3FGM PAST,3FGM PUAST,FGM PAST,FGM PUAST,USGP,PFGM,PFGA,P3PM,P3PA,PFTM,PFTA,POREB,PDREB,PREB,PAST,PTOV,PSTL,PBLK,PBLKA,PPF,PPFD,PPTS,DEF RTG,DREB,DREBP,PDREB,STL,STLP,BLK,PBLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
LYNETTA KIZER,MIN,29,14,7,7,5.6,1.6,0.6,2.4,24.2,0,0.2,0,0.4,0.7,60,0.4,1.1,1.5,0.6,0.4,0.1,0,1.1,4.3,0,0,0.9,97.7,92.9,4.8,13.8,1.6,16,6.9,20.5,13.1,10,24.2,29.4,20,105.83,0.4,0.1,0.1,0,0.3,2.2,1,0.5,3.7,0,0.2,1.1,0.5,90.9,9.1,72.7,54.5,0,0,27.3,9.1,18.2,100,0,0,0,100,0,20,12.1,22.1,0,9.4,23.1,33.3,25,27.3,26.6,20.5,16.7,11.8,0,37.5,38.5,22.6,12.9,92.9,1.1,20.5,27.3,0.1,11.8,0,0,2.2,1,0.5,3.7,0.043
MAGGIE LUCAS,DAL,27,8,3,5,7,0.4,0.1,2,6.3,0.1,1.6,7.7,0,0,0,0.1,0.3,0.4,0,0.8,0.4,0,0,1.2,0,0,-5.4,72.1,108.3,-36.1,0,0,0,1.9,3.4,2.7,27.3,9.4,9.4,16.4,104.4,-6.8,0,0,0.4,0,4.8,3.5,4.4,8.3,0,0.1,0,0.1,18.8,81.3,0,0,100,100,0,0,0,0,0,100,0,100,0,16.4,2.9,18.4,25,40.6,0,0,12.5,7.1,8.3,0,20,33.3,0,25,0,4.2,3.4,108.3,0.3,3.4,7.1,0.4,33.3,0,0,4.8,3.5,4.4,8.3,0.009
MARIA VADEEVA,LAS,20,25,13,12,8.1,3.6,1.6,3,52.7,0.2,0.5,33.3,0.4,0.5,75,0.7,1.5,2.2,0.4,0.5,0.4,0.4,1.8,8.9,0,0,0.1,100.2,99.5,0.7,9.3,0.92,10.8,9,20.4,14.5,11.8,55.4,57.4,19.7,96.61,10.2,0.6,0.7,0.4,2.1,3.3,2.1,1.6,5.7,0.4,0.1,1.8,0.5,83.8,16.2,76.9,19.8,13.2,11,9.9,15.4,57.1,74.3,25.7,100,0,76.9,23.1,19.7,24.8,21.3,9.3,11.4,16.7,16.4,47.4,30.3,34.4,11.2,19.7,23.1,44,20,41.7,15,22.1,99.5,1.5,20.4,30.3,0.4,23.1,0.4,44,3.3,2.1,1.6,5.7,0.038
MARIE GÜLICH,PHO,25,23,15,8,5,1.5,0.6,1.3,48.3,0,0,0,0.3,0.3,75,0.4,0.6,1,0.1,0.6,0,0.2,0.8,3,0,0,-1.2,87.5,99.2,-11.7,3.2,0.15,4.2,8.2,9.6,9,27.1,48.3,52.3,16.7,99.99,3,0.3,0.2,0.1,0.7,3,1.5,1.6,4.7,0.2,0.2,0.8,0.3,100,0,82.4,35.3,0,5.9,17.6,17.6,47.1,71.4,28.6,0,0,71.4,28.6,16.7,18.2,15.8,0,0,15.4,16.7,36,19.1,23.7,4.5,25,5.6,31.3,40,31,16.7,16.2,99.2,0.6,9.6,19.1,0,5.6,0.2,31.3,3,1.5,1.6,4.7,0.024
MARISSA COLEMAN,NYL,32,21,4,17,18.3,4.7,1.9,5.5,34.8,0.6,2,27.9,0.3,0.3,100,0.6,1.8,2.4,1,0.6,0.5,0.2,1,10.6,0,0,-3.1,96,104.9,-8.9,9.1,1.69,14.4,3.3,10,6.5,8.5,40,41.7,15.1,94.43,5.3,1.1,0.5,0.3,1.3,7,5,4.3,14.6,0.2,0.2,1,0.7,62.6,37.4,57.1,28.6,36.7,7.1,6.1,24.5,28.6,57.1,42.9,100,0,70,30,15.1,14.2,17.2,18.2,20.5,6.1,4.7,15.1,15.9,15.7,12.1,9.8,17.2,22.7,17.2,13.5,9.7,13.5,104.9,1.8,10,15.9,0.5,17.2,0.2,22.7,7,5,4.3,14.6,0.045
MAYA MOORE,MIN,30,34,18,16,31.8,18,6.6,15.5,42.3,1.9,5.3,36.5,2.9,3.5,83.3,1.4,3.7,5.1,2.6,1.8,1.7,0.4,1.8,32.3,0,0,2.7,102.2,97.3,4.9,14.2,1.47,12.2,4.5,12,8.3,8.3,48.6,52.8,25.7,94.95,13.1,2.9,2,2.6,4.6,11.3,6.9,7.4,23.5,0.4,0.2,1.8,3.9,65.7,34.3,51.3,25.8,32.4,14.5,16.3,16.3,25.5,53.5,46.5,69.7,30.3,58.3,41.7,25.7,26.5,28.7,46.5,43.3,28.4,26.6,19.1,17.3,17.8,16.1,15.7,29.2,13.8,6.6,14.4,28,28.1,97.3,3.7,12,17.3,1.7,29.2,0.4,13.8,11.3,6.9,7.4,23.5,0.172
MERCEDES RUSSELL,SEA,23,24,17,7,5.6,1.7,0.7,1.4,47.1,0,0,0,0.3,0.6,57.1,0.3,1,1.4,0.2,0.3,0.1,0.1,0.7,3.9,0,0,0.1,94.5,95.2,-0.7,5.3,0.57,7.7,5.9,19.2,12.5,13.5,47.1,49.8,15.1,97.62,7.3,0.3,0.5,0.2,1.1,1.5,1.3,1.1,3.8,0.1,0,0.7,0.4,100,0,80,15,0,10,20,15,65,68.8,31.3,0,0,68.8,31.3,15.1,17.6,15.6,0,0,16,20.6,23.5,28.1,26.8,6.9,15.2,8,23.1,8.3,25.8,17.3,15.4,95.2,1,19.2,28.1,0.1,8,0.1,23.1,1.5,1.3,1.1,3.8,0.035
MONIQUE BILLINGS,ATL,23,32,22,10,11,3.3,1.3,2.9,44.1,0,0,0,0.8,1,75,1.2,1.6,2.8,0.4,0.4,0.4,0,1.2,8.1,0,0,0.4,100.6,96,4.6,5.6,0.86,9,9.3,15,11.9,10.5,44.1,49.5,14.1,99.2,8.9,1.1,0.7,0.4,1.9,3.3,2.9,2.5,8.1,0,0.3,1.2,1,100,0,77.4,18.9,0,13.2,22.6,32.1,58.5,70.7,29.3,0,0,70.7,29.3,14.1,16,14.7,0,0,15.9,16.2,38.5,25.6,29.8,8.8,13.1,16.9,2.3,23.8,20.3,18.5,14.6,96,1.6,15,25.6,0.4,16.9,0,2.3,3.3,2.9,2.5,8.1,0.067
MONIQUE CURRIE,WAS,36,32,20,12,15.9,6.6,2.1,5.4,39.5,0.5,1.8,29.3,1.8,2.2,83.1,0.6,2.4,3,0.8,1.2,0.4,0.2,2.3,12,0,0,-1.8,98.3,102.9,-4.6,9.9,0.73,10,3.4,16.4,9.6,13.8,44.5,52.2,20.8,95.87,7.3,1.3,0.9,0.3,1.8,5.4,4.5,3.8,13.2,0.2,0.2,2.3,1.7,66.3,33.7,48.1,21.7,24.1,5.2,27.8,20.3,26.4,58.8,41.2,88.2,11.8,66.2,33.8,20.8,19.9,20.4,18.9,20.4,26.8,28,15.1,25.5,22.6,13.7,22.7,14.8,16.2,12.8,28.2,23.7,21.3,102.9,2.4,16.4,25.5,0.4,14.8,0.2,16.2,5.4,4.5,3.8,13.2,0.052
MORGAN TUCK,CON,25,34,21,13,13.6,5.9,2.4,5,47.3,0.6,1.9,34.9,0.6,0.7,82.6,0.7,1.6,2.3,0.5,0.7,0.4,0.1,1.2,10.3,0,0,2.4,107.7,97.5,10.2,5.8,0.75,8.1,5,11.2,8.2,10.9,53.8,56.1,18.6,98.21,9.3,0.9,0.6,0.7,3.1,4.9,4.5,1.8,9.9,0.1,0.2,1.2,0.9,62.7,37.3,57.7,6,32.8,11.9,9.5,14.9,51.7,65.5,34.5,100,0,75,25,18.6,20.5,20.3,22.9,24.5,14.2,13.7,18.9,18.5,18.6,7.9,16.7,16.3,11.8,21.2,18.1,15.8,19.9,97.5,1.6,11.2,18.5,0.4,16.3,0.1,11.8,4.9,4.5,1.8,9.9,0.073
MORIAH JEFFERSON,LVA,25,16,8,8,15.7,5.4,2.1,5.4,37.9,0.2,0.9,20,1.1,1.3,81,0.3,1,1.3,2.1,1,0.6,0,1.3,11,0,0,-2.4,96.6,103.8,-7.2,22.2,2.13,23.3,1.8,6.4,4,11,39.7,44.7,18.3,100.61,6.5,1.2,0.8,0.6,1.5,6.3,3.6,2.9,8.8,0,0.4,1.3,1.1,82.8,17.2,69.8,41.9,10.5,11.6,19.8,22.1,27.9,26.7,73.3,100,0,33.3,66.7,18.3,17.7,19.4,13,17.2,15,14.8,7.6,9.5,8.9,29.8,19.3,25.6,0,24.1,16.8,14,16.9,103.8,1,6.4,9.5,0.6,25.6,0,0,6.3,3.6,2.9,8.8,0.046
MYISHA HINES-ALLEN,WAS,23,24,14,10,10.5,3.8,1.5,3.3,45,0,0.1,33.3,0.7,1.1,65.4,1.2,1.7,2.9,0.4,0.4,0.4,0.2,1.5,9.1,2,0,-1.4,96,99,-3.1,7.6,1.11,9.1,10.6,16.4,13.3,8.2,45.6,49.2,16.9,96.22,9.7,0.6,1,0.1,2.3,4,3.8,1.9,8.3,0.2,0.3,1.5,1,96.3,3.8,77.8,15.6,3.3,2.2,18.9,16.7,62.2,28.6,71.4,100,0,30.6,69.4,16.9,21.6,18.8,2.2,2.2,17.5,21.3,37.2,27.8,31.1,12.3,11,20,26.7,27.3,27.6,19.7,18.9,99,1.7,16.4,27.8,0.4,20,0.2,26.7,4,3.8,1.9,8.3,0.051
NATALIE ACHONWA,IND,26,34,6,28,26,10.3,4,7.6,52.7,0,0,0,2.2,2.8,80,2.5,4.4,6.9,1.4,1.1,0.9,0.7,3.1,24.1,6,0,-5.2,94.6,103.7,-9.2,9.1,1.21,12,9.2,18,13.3,9.9,52.7,58,17.1,95.31,11.7,1.8,2.3,0.8,5.9,8.5,6.9,5.8,23.2,0.7,0.7,3.1,3,100,0,78.3,21.1,0,7.4,21.7,17.1,57.1,80.3,19.7,0,0,80.3,19.7,17.1,21.4,16.8,0,0,30,30.9,48.3,27.5,32.6,12.1,14.9,20,45.1,28.4,27.6,29.3,21.2,103.7,4.4,18,27.5,0.9,20,0.7,45.1,8.5,6.9,5.8,23.2,0.076
NATASHA CLOUD,WAS,27,27,19,8,26.5,8.6,3.3,7.6,43.6,1.2,3.1,38.6,0.8,1,77.8,0.2,3,3.2,4.6,1.7,0.8,0.1,2,20.4,1,0,5.6,112.9,101.2,11.7,25,2.78,32.4,0.9,11.4,6.3,11.7,51.5,53.5,16.3,94.72,9.3,1.4,0.6,0.6,3,8,8.3,4.4,22.6,0.1,0.3,2,1.1,59.3,40.7,49.4,13.9,41.6,6.9,9.1,16,35.5,21.1,78.9,87.5,12.5,44.9,55.1,16.3,15.1,16.4,18.8,19.3,8.8,9.8,3.9,18.3,14.6,35.9,22.4,15.9,5.6,12.5,18.3,10.7,14.6,101.2,3,11.4,18.3,0.8,15.9,0.1,5.6,8,8.3,4.4,22.6,0.103
NATASHA HOWARD,SEA,27,34,26,8,25.6,13.2,5.1,9.4,54.7,0.5,1.5,32.7,2.4,3.1,79.8,2.4,4.1,6.4,1,1.9,1.3,2,3.7,30.3,5,0,7.9,112.3,97.2,15.1,5.9,0.52,7.1,10,15.5,12.9,13.8,57.3,61.5,21.7,97.1,12.1,1.7,1.9,1.9,8.3,8.1,6.4,4.2,22.4,2,0.4,3.7,2.4,83.8,16.3,70.2,7.6,11.3,14.7,18.4,12.7,62.7,70.3,29.7,94.1,5.9,72.6,27.4,21.7,24,21.4,8.7,10.1,25.9,26.3,44.2,24.1,28.9,6.7,22.7,23.5,57.8,22.4,36.2,22.4,22.8,97.2,4.1,15.5,24.1,1.3,23.5,2,57.8,8.1,6.4,4.2,22.4,0.139
NIA COFFEY,LVA,24,28,12,16,13.8,5.3,1.9,4.9,38,0.1,0.2,40,1.5,2.4,61.8,0.8,1.6,2.4,0.6,1.3,0.3,0.2,1.7,9.3,1,0,-1.6,96.1,102,-5.8,7.6,0.47,7.7,4.9,11.4,8,16.3,38.7,44.3,21.4,102.1,3.1,1,0.9,0.4,2.1,5.3,2.6,2.5,9.2,0.2,0.6,1.7,1.8,96.4,3.6,67.6,28.4,4.1,7.4,28.4,19.6,39.2,60,40,100,0,61.5,38.5,21.4,18.8,20.4,5.6,5.2,20.8,26,21.9,16.8,18.1,10.1,25.5,13.4,17.6,32.1,25,22.5,18.7,102,1.6,11.4,16.8,0.3,13.4,0.2,17.6,5.3,2.6,2.5,9.2,0.051
NNEKA OGWUMIKE,LAS,28,27,17,10,30.8,15.5,6.3,11.9,52.5,0.3,1,34.6,2.6,3.2,81.6,1.8,5,6.8,2,1.5,1.6,0.4,2.8,31.1,5,0,3.6,102.1,96.3,5.8,11.5,1.33,11.8,6.3,17.5,11.9,8.9,53.9,58,22.1,93.05,14.8,2.6,2.5,1.4,10.2,10.1,8.5,7.3,26.8,0.4,0.8,2.8,3.8,91.9,8.1,76.6,10.5,6.5,8.9,17,16.5,66,68.8,31.3,100,0,70.4,29.6,22.1,26.9,23.6,8,8.1,25.4,25.6,33.8,27.4,28.9,13.3,16.2,24.4,25.5,31.8,22.6,28.7,25.4,96.3,5,17.5,27.4,1.6,24.4,0.4,25.5,10.1,8.5,7.3,26.8,0.175
NOELLE QUINN,SEA,34,20,13,7,9,1.5,0.7,2.2,30.2,0.2,0.9,23.5,0,0,0,0.1,0.8,0.9,0.7,0.5,0.1,0.1,0.4,3.4,0,0,-0.3,89.9,94.5,-4.6,12.7,1.3,19.7,1.1,7.8,4.6,15.2,34.9,34.9,13.2,92.85,2.6,0.1,0.2,0.1,0.1,2.1,2.4,1.8,7.5,0.1,0.1,0.4,0.1,60.5,39.5,60,53.3,40,6.7,0,6.7,6.7,44.4,55.6,100,0,61.5,38.5,13.2,11.3,14.9,11.8,17.5,0,0,5.7,11.7,10.4,17.8,17.5,3.4,15.4,7.1,11.3,1.4,9.4,94.5,0.8,7.8,11.7,0.1,3.4,0.1,15.4,2.1,2.4,1.8,7.5,0.055
ODYSSEY SIMS,LAS,26,34,19,15,25.5,8.2,3.1,7.9,38.8,0.4,1.6,27.3,1.7,2.3,72.2,0.4,2.1,2.5,2.8,1.5,0.6,0,1.6,15.7,0,0,3.4,99.9,94.2,5.7,17.3,1.83,21.2,1.7,8.6,5.1,11.6,41.6,46.2,18.6,94.19,6.5,1.9,0.5,1.2,4.5,7.7,6.3,5.9,21.2,0,0.5,1.6,2.5,79.5,20.5,63.6,8.6,16.1,14.6,20.4,22.9,55,41.6,58.4,93.3,6.7,49,51,18.6,16,18.6,12.2,15.5,20.2,22.4,9.7,13.3,12.5,23.6,20.9,12.3,1.6,27.1,16.9,23.2,16.4,94.2,2.1,8.6,13.3,0.6,12.3,0,1.6,7.7,6.3,5.9,21.2,0.167
RACHEL BANHAM,CON,25,33,20,13,12.9,5.2,1.7,4,41.4,0.9,2.5,37,1,1.2,86.8,0.2,0.7,0.9,1.5,0.5,0.5,0.1,1.7,9.6,0,0,0.4,102.3,100.6,1.7,17.5,2.67,22.3,1.4,5.5,3.4,8.4,52.6,57.8,16.5,97.99,8.3,1,0.5,0.3,0.7,5.7,4,2.4,9.3,0.1,0.1,1.7,1.2,39.1,60.9,28.9,15,52,6.4,19.1,19.1,13.9,40,60,93.3,6.7,69.1,30.9,16.5,16.7,18,40.5,34.9,21.7,19.2,5.5,9.3,8.1,22.7,11.8,18.8,9.7,10.5,24.1,17.7,19.5,100.6,0.7,5.5,9.3,0.5,18.8,0.1,9.7,5.7,4,2.4,9.3,0.053
RAIGYNE LOUIS,LVA,24,2,0,2,10.7,3,1,2.5,40,0,0.5,0,1,1.5,66.7,0.5,1.5,2,0.5,2,0.5,0,1,5.7,0,0,-7,69.6,100,-30.4,10,0.25,9.1,4.8,12,8.7,36.4,40,47.5,18.9,103.5,2.6,1.5,0,1.5,1,8,5.5,2,10,0,0.5,1,1,80,20,66.7,33.3,0,50,33.3,50,33.3,50,50,0,0,50,50,18.9,16.7,15.6,0,10,33.3,42.9,25,21.4,22.2,12.5,26.7,25,0,50,22.2,33.3,18.8,100,1.5,12,21.4,0.5,25,0,0,8,5.5,2,10,0.048
REBECCA ALLEN,NYL,26,28,5,23,10.4,3.8,1.4,3.6,37.6,0.4,1.4,26.3,0.8,0.9,84,0.5,1.3,1.7,0.3,0.6,0.3,0.4,1.3,7.9,0,0,1.8,101,91.2,9.8,4.5,0.5,5.8,4.7,11.7,8.3,11.7,42.6,47.8,19.7,96.71,6.6,0.4,0.3,0.4,1,3.4,2.5,0.8,5.2,0.4,0.1,1.3,0.9,62.4,37.6,52.3,26.2,28,10.3,19.6,10.3,26.2,64.3,35.7,100,0,73.7,26.3,19.7,17.7,21.4,23.8,25.9,18.3,16,22.8,18.5,19.5,6.5,15.8,20,31.4,22.2,23.5,17.4,18.2,91.2,1.3,11.7,18.5,0.3,20,0.4,31.4,3.4,2.5,0.8,5.2,0.081
REBEKKAH BRUNSON,MIN,37,25,14,11,27.7,7.2,2.6,6.3,40.5,0.7,1.9,37.5,1.3,2,67.3,1.5,5.3,6.8,2.4,1.5,0.8,0.5,2.4,21.4,2,0,1.5,100.3,97.5,2.8,13.4,1.62,21.7,5.6,19.4,12.6,13.4,46.2,49.8,13.9,94.43,9.5,1.5,0.9,0.2,2.4,9.7,5.2,7.1,20.4,0.5,0.4,2.4,2.1,69.6,30.4,51.4,17.9,30.2,3.4,18.4,20.7,33.5,73.9,26.1,100,0,81.3,18.8,13.9,12.5,13.8,20.2,19.4,13.3,15.2,25.2,27.6,27,17.6,15.3,18.2,23.2,16.4,21.7,15.8,13.1,97.5,5.3,19.4,27.6,0.8,18.2,0.5,23.2,9.7,5.2,7.1,20.4,0.146
RENEE MONTGOMERY,ATL,32,34,23,11,27.5,10.3,3.1,8.1,38.9,2.3,6.2,37.1,1.7,2,88.1,0.1,1.6,1.7,3.7,1.6,1.3,0.1,1.7,20.4,0,0,4.1,102.6,95.6,6.9,20.6,2.31,26.2,0.4,5.5,3,11.3,53.1,57.6,16,98.1,9.6,2.5,0.6,0.9,0.8,8.6,7.4,6.3,21.6,0.1,0.3,1.7,2,23.6,76.4,16.5,9.1,66.7,8.3,16.8,24.2,7.4,41.4,58.6,75.6,24.4,66.4,33.6,16,15,16.8,52.3,47.2,15.3,13.3,1.8,8.7,6.9,27.9,17.8,25,1.6,11.8,14.3,15.2,17.9,95.6,1.6,5.5,8.7,1.3,25,0.1,1.6,8.6,7.4,6.3,21.6,0.164
RIQUNA WILLIAMS,LAS,29,33,19,14,16.6,7.1,2.5,6,40.7,1.5,3.9,37.5,0.7,0.9,80,0.4,1,1.4,0.7,0.5,0.7,0.1,1.6,11.6,0,0,0.9,98.1,97.2,1,6.8,1.38,8.9,2.2,6.9,4.4,6.5,52.8,55.1,18.1,96.76,7.2,1.7,0.3,1,1.5,6,3.5,4.4,13,0.1,0.1,1.6,1.2,35.7,64.3,28.2,6.8,61.5,13.7,10.3,23.5,21.4,51.5,48.5,97.9,2.1,79,21,18.1,20,21.5,47.5,43.7,13.6,13.8,11.4,10.2,10.5,9.4,10.4,19.3,8.3,10.3,21.8,15.6,21.5,97.2,1,6.9,10.2,0.7,19.3,0.1,8.3,6,3.5,4.4,13,0.092
SAMI WHITCOMB,SEA,30,31,24,7,8.6,2.9,1,2.8,34.9,0.8,2.2,36.2,0.2,0.2,100,0.2,0.8,0.9,0.5,0.5,0.5,0.1,0.6,6.3,0,0,-0.5,96.3,101.3,-5,9.6,1.07,13.3,2,9,5.6,12.5,49.4,51.3,16.7,96.59,6.8,0.5,0.6,0.3,0.2,2.8,2.1,2.1,7.7,0.1,0.1,0.6,0.3,19.8,80.2,11,4.4,82.4,9.9,6.6,18.7,6.6,0,100,84,16,70,30,16.7,15.2,19.4,43.1,42.9,8.8,6.9,8.3,12.9,11.8,13.9,16.1,34.8,16.7,12,17.4,8.8,17.5,101.3,0.8,9,12.9,0.5,34.8,0.1,16.7,2.8,2.1,2.1,7.7,0.033
SANCHO LYTTLE,PHO,35,18,13,5,23.3,7.9,3.4,6.3,54,0,0.1,0,1.2,1.3,87.5,1.4,3.9,5.3,1.4,0.9,0.9,0.4,2.3,19.4,1,0,3.8,110.2,101.2,9,10,1.53,15.7,6.9,15.9,11.9,10.2,54,57.9,15.4,94.62,11.3,1.8,1.5,0.8,4.1,8.5,6.8,4,17.9,0.4,0.2,2.3,1.1,99.1,0.9,85.3,33.6,0,9.8,14.7,22.4,51.7,82,18,0,0,82,18,15.4,18.9,16.7,0,0.5,11.3,11.6,38.5,27.8,30,11.6,13.6,26.2,12.7,10,21.7,9.3,15.7,101.2,3.9,15.9,27.8,0.9,26.2,0.4,12.7,8.5,6.8,4,17.9,0.089
SANIYA CHONG,DAL,25,5,2,3,8.5,0.8,0.2,1.2,16.7,0,0.2,0,0.4,0.6,66.7,0,0.6,0.6,1,0.2,0.6,0,0.6,4.6,0,0,1,102.2,95.6,6.7,18.5,5,38.5,0,7.3,3.3,7.7,16.7,27.3,7.3,101,4.6,0.2,0.2,0,0.4,3,2,2.6,8,0,0.2,0.6,0.4,83.3,16.7,50,0,0,0,50,25,50,100,0,0,0,100,0,7.3,3.6,8,0,3.2,8,9.7,0,13,8.6,35.7,8.3,50,0,14.3,14.3,7.7,4.4,95.6,0.6,7.3,13,0.6,50,0,0,3,2,2.6,8,0.053
SEIMONE AUGUSTUS,MIN,35,33,17,16,26.2,10.8,4.7,10.1,46.7,0.6,2,31.8,0.7,1,70.6,0.2,1.7,1.8,2.6,1.2,0.4,0.2,1,17.7,0,0,1.1,100.6,98.5,2.2,16.5,2.13,17.9,0.6,6.5,3.6,8.4,49.9,51.2,19.9,94.72,8.9,1.1,0.5,0.5,2.9,9.2,6,6.3,20,0.2,0,1,1.2,80.2,19.8,75.6,48.7,17.6,5,6.7,9.8,26.9,55.6,44.4,95.2,4.8,60.9,39.1,19.9,23.2,22.6,20,20.4,9,9.8,2.6,9.5,7.7,19.2,14.1,9.7,11.9,1.4,9.6,10.8,20.8,98.5,1.7,6.5,9.5,0.4,9.7,0.2,11.9,9.2,6,6.3,20,0.129
SEQUOIA HOLMES,LVA,33,3,2,1,6.6,1.3,0.7,1,66.7,0,0,0,0,0.3,0,0.3,0.3,0.7,0.7,0.7,0.3,0.7,0.3,5.5,0,0,-1.7,77.5,94.7,-17.2,18.2,1,28.6,4.5,3.8,4.2,28.6,66.7,58.1,10.2,94.07,14.3,0,0.7,0,0,2.3,2.7,0,6.7,0.7,0,0.3,0.3,100,0,100,100,0,0,0,0,0,100,0,0,0,100,0,10.2,15.4,8.8,0,0,0,25,20,12.5,15.4,20,18.2,50,66.7,0,10,14.3,12.9,94.7,0.3,3.8,12.5,0.3,50,0.7,66.7,2.3,2.7,0,6.7,0.039
SHATORI WALKER-KIMBROUGH,WAS,24,19,12,7,8.8,3.5,1.3,2.9,42.9,0.4,1.2,30.4,0.6,0.6,100,0.2,0.6,0.8,0.4,0.8,0.4,0.3,0.4,6.4,0,0,-0.3,99.1,101.2,-2,7.9,0.53,9.4,1.8,7.3,4.6,17.6,49.1,54.7,19.5,98.93,8.2,1.1,0.1,1,1.2,3.7,2.9,1.7,8.1,0.3,0.1,0.4,0.7,58.9,41.1,50.7,17.9,31.3,28.4,17.9,31.3,32.8,35.3,64.7,100,0,54.2,45.8,19.5,19.2,20.1,30.4,28.8,16.9,13.6,8.3,12.2,11.2,13.6,27.8,25.9,30,18.2,10.7,15.7,19.5,101.2,0.6,7.3,12.2,0.4,25.9,0.3,30,3.7,2.9,1.7,8.1,0.036
SHAVONTE ZELLOUS,NYL,32,22,7,15,24.1,8.2,2.9,6.8,42.3,0.4,1.4,26.7,2.1,2.8,75.4,0.3,2.9,3.1,3,1.2,0.6,0.2,2.6,17.6,0,0,-2.9,98.3,102.6,-4.3,19.8,2.41,24.5,1.2,11.7,6.6,10.2,45,51.2,16.8,96.71,8.1,1.4,0.4,1.6,3.3,8,6.7,4.8,20.2,0.2,0.3,2.6,2.5,79.9,20.1,61.1,21.1,13.3,19.4,25.6,17.2,40,45.5,54.5,100,0,52.4,47.6,16.8,16.1,16.8,8.9,11.8,27.2,27.9,6.3,18.5,15.8,23.7,14.5,13.1,14.7,14.6,21,24.3,17.3,102.6,2.9,11.7,18.5,0.6,13.1,0.2,14.7,8,6.7,4.8,20.2,0.082
SHEKINNA STRICKLEN,CON,28,34,21,13,18.8,6.6,2.3,5.3,43,1.7,4,43,0.4,0.4,85.7,0.3,2,2.3,0.5,0.6,0.6,0.1,1.4,11.6,0,0,0.6,106.1,103.8,2.3,3.4,0.84,7.3,1.3,11,6,8.7,59.2,60.5,13.4,98.34,7.1,0.8,0.7,0.9,0.5,6.2,5,4.4,16.2,0.1,0.1,1.4,0.4,24.6,75.4,17,9.8,77.7,13.4,5.4,12.5,7.1,52.6,47.4,94.8,5.2,84.4,15.6,13.4,14.1,15.1,47.5,40.4,7.2,6.2,5.6,16.1,13.2,5.1,9.3,19,8,4.5,15.9,5.8,16.2,103.8,2,11,16.1,0.6,19,0.1,8,6.2,5,4.4,16.2,0.055
SHONI SCHIMMEL,LVA,27,2,0,2,6.4,0,0,2.5,0,0,2,0,0,0,0,0,1,1,0.5,0.5,0,0,0,1.5,0,0,-5,46.4,88.5,-42,20,1,14.3,0,13.3,6.7,14.3,0,0,19.4,101.79,-13.3,0,0,0,0,4.5,2,1,6,0,0.5,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,25,0,80,0,0,0,18.2,15.4,25,11.1,0,0,50,0,0,0,88.5,1,13.3,18.2,0,0,0,0,4.5,2,1,6,0.055
SKYLAR DIGGINS-SMITH,DAL,28,32,15,17,34.1,17.9,5.8,14.4,40.3,1.6,5.4,29.7,4.7,5.6,83.9,0.7,2.7,3.3,6.2,2.5,1.4,0.5,2.3,34.6,3,0,2.3,106.9,104,2.9,30.3,2.46,24.8,1.9,7.7,4.8,10.1,45.9,53.1,23,98.79,12.4,3.8,1.1,3.6,7,12.8,9.2,10.2,30.7,0.5,1.2,2.3,4.3,62.7,37.3,47,8,26.7,20.2,26.3,21.1,39,23,77,54.9,45.1,31.7,68.3,23,22.1,24.2,27.4,28.5,28.1,26.9,7.4,11.9,10.6,39.6,21.1,23.4,12.6,30.9,13.9,23.8,23.8,104,2.7,7.7,11.9,1.4,23.4,0.5,12.6,12.8,9.2,10.2,30.7,0.096
STEFANIE DOLSON,CHI,27,27,12,15,27.6,9.7,4,8.5,46.7,0.7,1.9,34.6,1.1,1.2,93.8,0.7,3.9,4.6,3,1.8,0.6,0.9,3,22.3,1,0,-1.6,102.2,105.7,-3.5,16.5,1.69,22,2.9,13.2,8.5,13,50.7,53.9,16.6,99.11,8.3,0.9,1.3,0.6,4.4,12.5,8.6,6,26,0.9,0.3,3,1.6,77.3,22.7,67.9,22.1,20.6,5.7,11.5,9.5,45.8,80.9,19.1,100,0,84.1,15.9,16.6,17.9,18.2,13.4,13.9,12.1,10.8,15.2,21.2,19.9,18.6,16.7,12.1,33.8,11.9,24.7,14.6,16.6,105.7,3.9,13.2,21.2,0.6,12.1,0.9,33.8,12.5,8.6,6,26,0.061
