PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
James Jones,CLE,35,6-8,218,Miami,USA,2003,2,49,48,178,50,14,-4,1.6,8.7,15.6,58.0,5.4,2016
James Michael McAdoo,GSW,23,6-9,240,North Carolina,USA,Undrafted,Undrafted,Undrafted,41,117,58,17,-17,10.7,11.5,19.4,55.4,11.0,2016
James Young,BOS,20,6-6,215,Kentucky,USA,2014,1,17,29,29,26,9,-6,1.9,11.3,9.2,38.4,6.3,2016
Jared Cunningham,CLE,25,6-4,195,Oregon State,USA,2012,1,24,44,120,38,20,-5,0.8,8.8,16.6,46.4,7.4,2016
Jared Dudley,WAS,30,6-7,225,Boston College,USA,2007,1,22,81,638,286,171,2,2.6,11.3,12.7,60.2,11.2,2016
Jared Sullinger,BOS,24,6-9,260,Ohio State,USA,2012,1,21,81,834,673,187,5,9.4,24.3,21.6,47.6,14.8,2016
Jarell Eddie,WAS,24,6-7,218,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,26,63,23,5,-12,1.2,13.4,19.1,46.0,5.8,2016
Jarell Martin,MEM,22,6-10,239,Louisiana State,USA,2015,1,25,27,153,86,15,-4,9.1,13.1,17.9,53.4,6.5,2016
Jarnell Stokes,MEM,22,6-9,263,Tennessee,USA,2014,2,35,7,7,4,1,24,5.9,15.0,13.3,59.5,8.3,2016
Jarrett Jack,BKN,32,6-3,200,Georgia Tech,USA,2005,1,22,32,411,136,236,-6,0.9,12.5,20.9,50.5,34.0,2016
Jason Smith,ORL,30,7-0,240,Colorado State,USA,2007,1,20,76,546,219,62,-1,4.5,14.4,21.8,51.3,8.7,2016
Jason Terry,HOU,38,6-2,185,Arizona,USA,1999,1,10,72,422,79,103,-1,1.1,5.2,14.6,54.0,12.5,2016
Jason Thompson,TOR,29,6-11,250,Rider,USA,2008,1,12,47,147,134,29,-1,6.7,20.9,13.7,55.8,9.4,2016
Jeff Ayres,LAC,29,6-9,250,Arizona State,USA,2009,2,31,17,30,22,5,-21,4.0,15.4,13.4,58.5,7.8,2016
Jeff Green,LAC,29,6-9,235,Georgetown,USA,2007,1,5,80,939,332,138,-1,3.3,11.6,20.4,51.0,10.2,2016
Jeff Teague,ATL,28,6-2,186,Wake Forest,USA,2009,1,19,79,1239,214,470,1,1.4,7.4,25.9,55.1,34.1,2016
Jeff Withey,UTA,26,7-0,231,Kansas,USA,2013,2,39,51,217,173,20,3,8.9,18.3,14.9,57.7,5.1,2016
Jerami Grant,PHI,22,6-8,210,Syracuse,USA,2014,2,39,77,749,361,135,-11,4.6,12.2,17.9,50.6,10.6,2016
Jeremy Evans,DAL,28,6-9,200,Western Kentucky,USA,2010,2,55,30,71,54,2,-6,4.2,15.1,10.9,62.0,1.3,2016
Jeremy Lamb,CHA,24,6-5,185,Connecticut,USA,2012,1,12,66,580,252,77,6,3.5,15.7,21.4,52.9,11.1,2016
Jeremy Lin,CHA,27,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,78,914,253,235,2,2.0,9.7,21.7,53.4,19.2,2016
Jerian Grant,NYK,23,6-4,195,Notre Dame,USA,2015,1,19,76,426,143,177,-7,1.7,9.1,18.5,47.9,23.6,2016
Jerryd Bayless,MIL,27,6-3,200,Arizona,USA,2008,1,11,52,541,141,163,-6,1.5,8.1,16.4,56.8,16.8,2016
Jimmer Fredette,SAS,27,6-2,195,Brigham Young,USA,2011,1,10,6,9,0,1,-66,0.0,0.0,22.5,62.5,50.0,2016
Jimmy Butler,CHI,26,6-7,220,Marquette,USA,2011,1,30,67,1399,358,321,0,3.1,10.3,24.2,56.2,21.8,2016
Joakim Noah,CHI,31,6-11,232,Florida,USA,2007,1,9,29,124,255,110,-1,12.3,23.5,13.7,40.6,25.6,2016
Jodie Meeks,DET,28,6-4,210,Kentucky,USA,2009,2,41,3,22,5,3,4,2.2,8.9,23.2,50.6,14.3,2016
Joe Harris,CLE,24,6-6,219,Virginia,USA,2014,2,33,5,3,3,2,-74,0.0,33.3,12.8,37.5,18.2,2016
Joe Ingles,UTA,28,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,81,342,151,96,-1,1.5,10.9,12.8,57.2,12.5,2016
Joe Johnson,MIA,35,6-7,240,Arkansas,USA,2001,1,10,81,992,292,318,-1,1.9,9.2,17.8,53.8,17.2,2016
Joe Young,IND,24,6-2,180,Oregon,USA,2015,2,43,41,154,50,65,-4,1.5,10.6,23.3,42.8,26.1,2016
Joel Anthony,DET,33,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,19,18,21,1,-11,7.7,13.5,7.1,66.6,2.0,2016
Joffrey Lauvergne,DEN,24,6-11,220,None,France,2013,2,55,59,465,290,56,-10,7.3,20.4,19.6,56.7,9.3,2016
John Henson,MIL,25,6-11,229,North Carolina,USA,2012,1,14,57,397,221,54,-7,9.2,13.3,18.8,58.0,9.6,2016
John Jenkins,PHX,25,6-4,215,Vanderbilt,USA,2012,1,23,43,178,57,35,-7,1.5,9.4,16.7,52.2,11.1,2016
John Wall,WAS,25,6-4,195,Kentucky,USA,2010,1,1,77,1531,379,789,2,1.5,12.2,28.0,51.0,44.9,2016
Johnny O'Bryant III,MIL,23,6-9,257,Louisiana State,USA,2014,2,36,66,200,176,32,-7,7.9,13.3,13.5,44.1,5.7,2016
Jon Leuer,PHX,27,6-10,228,Wisconsin,USA,2011,2,40,67,567,373,72,-2,5.8,23.0,19.5,55.5,9.0,2016
Jonas Jerebko,BOS,29,6-10,231,None,Sweden,2009,2,39,78,340,288,62,3,6.0,17.0,13.3,53.1,7.8,2016
Jonas Valanciunas,TOR,24,7-0,255,None,Lithuania,2011,1,5,60,768,547,42,4,12.5,24.5,20.4,61.0,4.5,2016
Jonathon Simmons,SAS,26,6-6,195,Houston,USA,2012,0,0,55,331,96,58,6,2.2,9.9,18.3,58.6,10.8,2016
Jordan Adams,MEM,21,6-5,209,UCLA,USA,2014,1,22,2,7,2,3,15,0.0,16.7,28.6,42.7,27.3,2016
Jordan Clarkson,LAL,24,6-5,194,Missouri,USA,2014,2,46,79,1225,313,192,-12,3.3,8.6,22.5,51.6,13.9,2016
Jordan Farmar,MEM,29,6-2,180,UCLA,USA,2006,1,26,12,110,25,37,-12,1.2,8.5,17.8,52.7,19.8,2016
Jordan Hamilton,NOP,25,6-7,220,Texas-Austin,USA,2011,1,26,11,125,62,25,-10,3.9,17.2,20.3,49.9,12.8,2016
Jordan Hill,IND,28,6-10,235,Arizona,USA,2009,1,8,73,645,451,87,1,10.0,18.6,20.1,53.4,9.6,2016
Jordan McRae,CLE,25,6-5,179,Tennessee,USA,2014,2,58,22,99,20,25,13,2.1,7.5,24.4,54.8,21.6,2016
Jordan Mickey,BOS,21,6-8,235,Louisiana State,USA,2015,2,33,16,21,13,1,6,9.1,11.1,19.3,39.8,3.0,2016
Jorge Gutierrez,CHA,27,6-3,189,California,Mexico,Undrafted,Undrafted,Undrafted,12,22,7,17,4,0.0,9.2,14.8,69.4,39.5,2016
Jose Calderon,NYK,34,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,72,544,229,298,-2,1.1,9.8,12.4,57.1,21.3,2016
Josh Huestis,OKC,24,6-7,230,Stanford,USA,2014,1,29,5,14,10,0,5,3.8,13.8,13.5,50.9,0.0,2016
Josh McRoberts,MIA,29,6-10,240,Duke,USA,2007,2,37,42,150,105,81,1,3.9,13.9,14.8,45.3,20.4,2016
Josh Richardson,MIA,22,6-6,200,Tennessee,USA,2015,2,40,52,341,107,73,2,2.0,7.5,13.4,56.9,9.8,2016
Josh Smith,HOU,30,6-9,225,None,USA,2004,1,17,55,332,192,90,-5,5.3,15.4,22.1,43.9,17.2,2016
Jrue Holiday,NOP,26,6-4,205,UCLA,USA,2009,1,17,65,1089,195,391,1,1.4,9.4,28.3,52.9,36.5,2016
Julius Randle,LAL,21,6-9,250,Kentucky,USA,2014,1,7,81,919,829,144,-14,6.9,29.2,20.9,48.2,11.1,2016
Justin Anderson,DAL,22,6-6,228,Virginia,USA,2015,1,21,55,208,132,29,1,2.6,16.7,15.2,52.2,7.1,2016
Justin Harper,BKN,26,6-10,225,Richmond,USA,2011,2,32,5,13,1,0,-49,0.0,3.8,16.7,59.7,0.0,2016
Justin Holiday,CHI,27,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,53,239,90,56,-4,1.5,9.8,16.0,48.9,11.1,2016
Justise Winslow,MIA,20,6-7,225,Duke,USA,2015,1,10,78,502,403,118,2,3.8,14.0,12.2,48.9,7.7,2016
Jusuf Nurkic,DEN,21,7-0,280,None,Bosnia and Herzegovina,2014,1,16,32,263,175,40,-1,11.3,20.0,26.6,46.0,12.3,2016
KJ McDaniels,HOU,23,6-6,205,Clemson,USA,2014,2,32,37,89,42,10,15,6.7,9.1,17.9,52.2,5.9,2016
Karl-Anthony Towns,MIN,20,7-0,244,Kentucky,USA,2015,1,1,82,1503,858,161,-3,9.2,24.2,24.3,59.0,10.8,2016
Kawhi Leonard,SAS,25,6-7,230,San Diego State,USA,2011,1,15,72,1523,493,186,14,4.2,16.4,25.2,61.6,12.8,2016
Keith Appling,ORL,24,6-1,185,Michigan State,USA,Undrafted,Undrafted,Undrafted,5,6,1,1,28,0.0,3.7,20.0,33.8,5.9,2016
Kelly Olynyk,BOS,25,7-0,238,Gonzaga,Canada,2013,1,13,69,687,281,105,7,4.7,13.8,20.4,56.1,11.9,2016
Kelly Oubre Jr.,WAS,20,6-7,205,Kansas,USA,2015,1,15,63,236,133,13,-3,3.5,15.5,16.6,50.7,2.9,2016
Kemba Walker,CHA,26,6-1,184,Connecticut,USA,2011,1,9,81,1689,357,421,4,1.9,10.2,26.1,55.4,25.3,2016
Kendall Marshall,PHI,24,6-4,200,North Carolina,USA,2012,1,13,30,111,28,73,-13,0.5,6.7,17.9,44.9,26.6,2016
Kendrick Perkins,NOP,31,6-10,270,None,USA,2003,1,27,37,91,128,31,-6,4.8,19.6,10.3,52.9,7.7,2016
Kenneth Faried,DEN,26,6-8,228,Morehead State,USA,2011,1,22,67,835,581,79,-4,13.2,21.0,20.3,57.7,7.7,2016
Kent Bazemore,ATL,26,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,75,872,379,171,2,1.3,15.6,19.5,55.1,12.7,2016
Kentavious Caldwell-Pope,DET,23,6-5,205,Georgia,USA,2013,1,8,76,1105,282,138,3,2.3,7.7,17.7,52.1,7.5,2016
Kevin Durant,OKC,27,6-9,240,Texas,USA,2007,1,2,72,2029,589,361,12,1.8,18.8,29.8,63.4,23.0,2016
Kevin Garnett,MIN,40,6-11,240,None,USA,1995,1,5,38,122,150,62,5,2.8,23.5,11.4,49.1,16.4,2016
Kevin Love,CLE,27,6-10,251,UCLA,USA,2008,1,5,77,1234,762,185,9,6.4,25.8,23.3,55.3,11.9,2016
Kevin Martin,SAS,33,6-7,199,Western Carolina,USA,2004,1,26,55,514,110,58,-5,1.3,9.0,21.7,52.0,8.9,2016
Kevin Seraphin,NYK,26,6-10,278,None,France,2010,1,17,48,187,126,47,-8,5.6,17.2,21.9,43.5,15.7,2016
Kevon Looney,GSW,20,6-9,220,UCLA,USA,2015,1,30,5,9,10,0,-47,15.4,35.3,14.0,64.3,0.0,2016
Khris Middleton,MIL,24,6-8,234,Texas A&M,USA,2012,2,39,79,1434,302,331,-1,1.6,9.1,22.4,56.0,18.3,2016
Kirk Hinrich,ATL,35,6-4,190,Kansas,USA,2003,1,7,46,137,70,73,1,1.2,9.3,11.3,50.4,17.3,2016
Klay Thompson,GSW,26,6-7,215,Washington State,USA,2011,1,11,80,1771,306,166,15,1.4,9.0,26.0,59.7,9.4,2016
Kobe Bryant,LAL,37,6-6,212,None,USA,1996,1,13,66,1161,247,184,-15,2.0,11.1,31.4,46.9,18.3,2016
Kosta Koufos,SAC,27,7-0,265,Ohio State,USA,2008,1,23,78,529,423,33,-7,10.7,17.0,15.2,54.0,3.4,2016
Kostas Papanikolaou,DEN,25,6-8,235,None,Greece,2012,2,48,26,67,40,16,-2,2.7,10.7,14.1,46.4,7.7,2016
Kris Humphries,ATL,31,6-9,235,Minnesota,USA,2004,1,14,53,343,218,36,-4,6.4,19.0,18.9,51.7,6.8,2016
Kristaps Porzingis,NYK,20,7-3,240,None,Latvia,2015,1,4,72,1028,526,94,0,6.3,18.4,24.3,51.8,7.6,2016
Kyle Anderson,SAS,22,6-9,230,UCLA,USA,2014,1,30,78,350,244,123,9,2.2,17.9,14.3,52.8,14.0,2016
Kyle Korver,ATL,35,6-7,212,Creighton,USA,2003,2,51,80,739,260,164,7,0.6,9.6,13.2,57.7,9.5,2016
Kyle Lowry,TOR,30,6-0,205,Villanova,USA,2006,1,24,77,1634,365,494,6,2.0,11.1,25.6,57.8,29.3,2016
Kyle O'Quinn,NYK,26,6-10,250,Norfolk State,USA,2012,2,49,65,309,250,72,-4,9.7,20.8,20.6,52.0,16.1,2016
Kyle Singler,OKC,28,6-8,228,Duke,USA,2011,2,33,68,231,141,24,-1,4.8,8.7,11.3,48.1,3.5,2016
Kyrie Irving,CLE,24,6-3,193,Duke,Australia,2011,1,1,53,1041,157,250,6,2.6,7.1,28.5,54.0,25.3,2016
LaMarcus Aldridge,SAS,30,6-11,240,Texas-Austin,USA,2006,1,2,74,1331,632,110,12,8.4,19.9,25.8,56.5,8.1,2016
Lamar Patterson,ATL,24,6-5,225,Pittsburgh,USA,2014,2,48,35,84,50,39,4,1.0,12.2,12.3,46.8,13.4,2016
Lance Stephenson,MEM,25,6-5,230,Cincinnati,USA,2010,2,40,69,573,223,133,-3,2.9,13.5,19.4,54.8,15.2,2016
Lance Thomas,NYK,28,6-8,235,Duke,USA,Undrafted,Undrafted,Undrafted,59,484,131,53,-1,2.7,6.9,16.6,55.7,6.6,2016
Langston Galloway,NYK,24,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,82,625,288,207,-3,2.0,11.5,15.1,49.0,16.1,2016
Larry Nance Jr.,LAL,23,6-9,230,Wyoming,USA,2015,1,27,63,349,312,44,-3,7.6,16.5,12.4,54.4,5.5,2016
Lavoy Allen,IND,27,6-9,255,Temple,USA,2011,2,50,79,428,424,76,6,10.1,15.9,12.8,53.2,7.0,2016
LeBron James,CLE,31,6-8,250,None,USA,2003,1,1,76,1920,565,514,11,4.2,16.7,30.5,58.8,33.9,2016
Leandro Barbosa,GSW,33,6-3,194,None,Brazil,2003,1,28,68,433,117,82,3,2.5,7.9,17.4,54.5,11.2,2016
Lorenzo Brown,DET,25,6-5,189,North Carolina State,USA,2013,2,52,8,20,7,11,-25,0.0,14.6,24.8,37.4,30.6,2016
Lou Amundson,NYK,33,6-9,220,UNLV,USA,Undrafted,Undrafted,Undrafted,29,52,49,12,-11,9.8,11.8,16.6,40.1,10.7,2016
Lou Williams,LAL,29,6-1,175,None,USA,2005,2,45,67,1028,169,167,-10,1.5,7.2,22.1,58.4,14.9,2016
Luc Mbah a Moute,LAC,29,6-8,230,UCLA,Cameroon,2008,2,37,75,231,171,30,8,4.9,8.1,9.5,49.8,3.2,2016
Lucas Nogueira,TOR,23,7-0,220,None,Brazil,2013,1,16,29,65,46,7,4,7.9,11.7,12.0,64.2,4.4,2016
Luis Montero,POR,23,6-7,185,Westchester C.C.,Dominican Republic,Undrafted,Undrafted,Undrafted,12,14,4,1,-48,0.0,10.8,25.5,33.7,6.7,2016
Luis Scola,TOR,36,6-9,240,None,Argentina,2002,2,55,76,664,360,66,-2,5.2,17.9,19.0,52.3,6.6,2016
Luke Babbitt,NOP,27,6-9,225,Nevada-Reno,USA,2010,1,16,47,327,148,53,-3,2.8,14.7,16.8,52.6,9.2,2016
Luol Deng,MIA,31,6-9,220,Duke,United Kingdom,2004,1,7,74,911,443,140,1,4.7,13.9,16.8,54.9,8.7,2016
Manu Ginobili,SAS,38,6-6,205,None,Argentina,1999,2,57,58,555,146,177,15,2.5,10.1,22.7,57.3,23.4,2016
Marc Gasol,MEM,31,7-1,255,None,Spain,2007,2,48,52,861,362,196,0,3.3,17.9,23.7,52.8,19.5,2016
Marcelo Huertas,LAL,33,6-3,200,None,Brazil,Undrafted,Undrafted,Undrafted,53,237,90,182,2,2.0,8.2,16.1,48.8,32.7,2016
Marcin Gortat,WAS,32,6-11,240,None,Poland,2005,2,57,75,1012,741,106,1,9.6,22.6,18.6,59.2,7.2,2016
Marco Belinelli,SAC,30,6-5,210,None,Italy,2007,1,18,68,696,117,127,-6,0.6,6.4,19.3,50.0,11.7,2016
Marcus Morris Sr.,DET,26,6-9,235,Kansas,USA,2011,1,14,80,1131,404,201,2,3.0,11.4,18.2,53.1,10.7,2016
Marcus Smart,BOS,22,6-4,220,Oklahoma State,USA,2014,1,6,61,558,255,185,3,4.1,10.2,16.8,46.3,16.2,2016
Marcus Thornton,WAS,29,6-4,205,Louisiana State,USA,2009,2,43,61,590,150,84,1,3.2,9.9,23.5,51.1,12.5,2016
Mario Chalmers,MIA,30,6-2,190,Kansas,USA,2008,2,34,61,628,157,230,2,1.8,9.7,21.4,56.1,27.0,2016
Mario Hezonja,ORL,21,6-8,218,None,Croatia,2015,1,5,79,478,176,109,0,1.9,10.8,16.6,54.1,11.3,2016
Markel Brown,BKN,24,6-3,190,Oklahoma State,USA,2014,2,44,62,363,122,91,-11,2.3,10.6,18.3,50.0,14.2,2016
Markieff Morris,WAS,26,6-10,245,Kansas,USA,2011,1,13,64,765,352,124,-2,4.3,17.7,24.0,48.9,12.5,2016
Marreese Speights,GSW,28,6-10,255,Florida,USA,2008,1,16,72,512,239,61,1,9.2,18.2,29.3,50.6,12.6,2016
Marvin Williams,CHA,30,6-9,237,North Carolina,USA,2005,1,2,81,948,521,110,5,5.3,16.5,16.6,58.5,7.4,2016
Mason Plumlee,POR,26,6-11,235,Duke,USA,2013,1,22,82,749,628,226,2,9.6,20.3,17.1,56.4,16.1,2016
Matt Barnes,MEM,36,6-7,226,UCLA,USA,2002,2,45,76,758,420,163,-5,3.6,16.0,17.5,50.3,11.7,2016
Matt Bonner,SAS,36,6-10,235,Florida,USA,2003,2,45,30,76,27,9,14,1.8,11.9,14.0,64.7,6.1,2016
Matthew Dellavedova,CLE,25,6-4,198,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,76,569,162,337,10,1.8,6.8,15.5,52.7,26.5,2016
Maurice Harkless,POR,23,6-9,215,St. John's (NY),USA,2012,1,15,78,498,280,67,1,6.8,11.7,15.3,54.1,6.8,2016
Metta World Peace,LAL,36,6-7,260,St. John's (NY),USA,1999,1,16,35,176,89,27,-5,2.9,11.2,16.2,43.5,7.8,2016
Meyers Leonard,POR,24,7-1,245,Illinois,USA,2012,1,11,61,511,314,92,3,3.7,19.2,17.4,56.1,10.3,2016
Michael Beasley,HOU,27,6-10,235,Kansas State,USA,2008,1,2,20,255,98,16,-8,7.3,17.3,28.4,56.3,8.6,2016
Michael Carter-Williams,MIL,24,6-6,190,Syracuse,USA,2013,1,11,54,623,276,281,-4,3.0,13.8,20.6,49.7,26.4,2016
Michael Kidd-Gilchrist,CHA,22,6-7,232,Kentucky,USA,2012,1,2,7,89,45,9,14,5.8,14.6,17.3,60.3,6.9,2016
Mike Conley,MEM,28,6-1,175,Ohio State,USA,2007,1,4,56,857,164,342,1,1.5,8.2,22.5,53.8,32.4,2016
Mike Dunleavy,CHI,35,6-9,230,Duke,USA,2002,1,3,31,222,83,39,-5,1.1,10.5,14.1,54.3,7.6,2016
Mike Miller,DEN,36,6-8,218,Florida,USA,2000,1,5,47,63,53,40,-14,1.4,12.7,8.9,50.8,15.9,2016
Mike Muscala,ATL,24,6-11,240,Bucknell,USA,2013,2,44,60,195,117,34,-3,6.8,13.8,15.2,57.6,9.9,2016
Mike Scott,ATL,27,6-8,237,Virginia,USA,2012,2,43,75,464,206,78,5,4.6,12.6,17.1,57.5,10.6,2016
Miles Plumlee,MIL,27,6-11,249,Duke,USA,2012,1,26,61,314,232,16,-6,10.9,15.3,15.1,60.6,3.0,2016
Mirza Teletovic,PHX,30,6-9,242,None,Bosnia and Herzegovina,Undrafted,Undrafted,Undrafted,79,965,302,89,-5,3.0,14.6,22.9,57.1,8.8,2016
Mitch McGary,OKC,24,6-10,255,Michigan,USA,2014,1,21,20,26,18,3,-34,5.5,20.0,19.2,47.4,7.1,2016
Mo Williams,CLE,33,6-1,198,Alabama,USA,2003,2,47,41,338,72,98,-4,0.8,8.7,22.2,52.7,23.1,2016
Monta Ellis,IND,30,6-3,185,None,USA,2005,2,40,81,1121,271,383,2,1.5,8.0,20.8,50.4,22.2,2016
Montrezl Harrell,HOU,22,6-8,240,Louisville,USA,2015,2,32,39,140,65,17,5,6.6,9.8,14.1,63.5,6.7,2016
Myles Turner,IND,20,6-11,243,Texas,USA,2015,1,11,60,619,332,41,-3,4.9,18.2,20.7,53.1,5.0,2016
Nate Robinson,NOP,32,5-9,180,Washington,USA,2005,1,21,2,0,0,4,-39,0.0,0.0,1.8,0.0,28.6,2016
Nazr Mohammed,OKC,38,6-10,250,Kentucky,USA,1998,1,29,5,8,4,0,-7,5.3,14.3,20.0,68.0,0.0,2016
Nemanja Bjelica,MIN,28,6-10,240,None,Serbia,2010,2,35,60,308,210,82,-6,4.7,15.6,12.3,59.4,11.5,2016
Nene,WAS,33,6-11,250,None,Brazil,2002,1,7,57,525,259,97,1,4.9,19.9,21.8,56.4,14.5,2016
Nerlens Noel,PHI,22,6-11,228,Kentucky,USA,2013,1,6,67,747,542,122,-11,7.5,19.5,18.7,54.4,10.7,2016
Nick Collison,OKC,35,6-10,255,Kansas,USA,2003,1,12,59,123,171,52,2,9.5,14.1,10.5,49.8,10.3,2016
Nick Young,LAL,31,6-7,210,Southern California,USA,2007,1,16,54,392,97,34,-10,1.3,8.1,18.2,48.3,5.8,2016
Nicolas Batum,CHA,27,6-8,200,None,France,2008,1,25,70,1046,428,403,4,2.2,14.8,20.9,54.6,26.2,2016
Nik Stauskas,PHI,22,6-6,205,Michigan,Canada,2014,1,8,73,617,183,138,-11,1.2,8.9,16.3,51.7,11.9,2016
Nikola Jokic,DEN,21,6-10,250,None,Serbia,2014,2,41,80,796,560,189,2,9.9,22.3,19.4,58.2,17.6,2016
Nikola Mirotic,CHI,25,6-10,220,None,Montenegro,2011,1,23,66,777,362,100,1,3.5,17.4,20.9,56.4,9.5,2016
Nikola Pekovic,MIN,30,6-11,307,None,Montenegro,2008,2,31,12,54,21,11,-20,4.8,9.8,20.4,45.9,13.1,2016
Nikola Vucevic,ORL,25,7-0,260,Southern California,Montenegro,2011,1,16,65,1181,576,179,-1,8.4,20.3,26.5,53.1,15.4,2016
Noah Vonleh,POR,20,6-9,240,Indiana,USA,2014,1,9,78,283,305,30,-2,7.4,18.4,13.0,47.1,3.7,2016
Norman Powell,TOR,23,6-4,215,UCLA,USA,2015,2,46,49,273,111,47,5,2.3,12.9,17.4,54.1,10.2,2016
Norris Cole,NOP,27,6-2,175,Cleveland State,USA,2011,1,28,45,477,151,167,-5,0.8,12.2,21.2,46.5,21.9,2016
O.J. Mayo,MIL,28,6-5,210,Southern California,USA,2008,1,3,41,321,105,118,-2,1.2,8.2,16.5,47.4,15.6,2016
Omer Asik,NOP,29,7-0,255,None,Turkey,2008,2,36,68,269,414,26,-9,9.5,25.8,11.4,55.1,3.2,2016
Omri Casspi,SAC,28,6-9,225,None,Israel,2009,1,23,69,813,410,95,1,3.0,17.6,17.4,58.7,7.4,2016
Orlando Johnson,NOP,27,6-5,220,Cal-Santa Barbara,USA,2012,2,36,7,26,15,2,-18,3.1,11.5,16.7,34.6,3.1,2016
Otto Porter Jr.,WAS,23,6-8,198,Georgetown,USA,2013,1,3,75,871,391,120,2,4.2,13.2,15.9,56.4,7.6,2016
P.J. Tucker,PHX,31,6-6,245,Texas,USA,2006,2,35,82,652,512,177,-6,6.2,13.8,12.5,50.6,10.4,2016
PJ Hairston,MEM,23,6-6,230,North Carolina,USA,2014,1,26,66,410,174,38,-6,1.8,11.9,16.1,47.0,4.5,2016
Pablo Prigioni,LAC,39,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,59,145,114,130,-4,4.5,9.2,10.8,48.2,23.5,2016
Pat Connaughton,POR,23,6-5,206,Notre Dame,USA,2015,2,41,34,36,32,10,-5,7.1,12.6,17.8,35.2,11.5,2016
Patrick Beverley,HOU,27,6-1,185,Arkansas,USA,2009,2,42,71,700,250,239,4,3.5,8.7,15.3,55.3,17.5,2016
Patrick Patterson,TOR,27,6-9,235,Kentucky,USA,2010,1,14,79,543,342,94,9,4.0,12.8,12.7,53.4,7.0,2016
Patty Mills,SAS,27,6-0,185,St. Mary's,Australia,2009,2,55,81,690,158,226,12,1.7,7.8,18.9,54.1,19.7,2016
Pau Gasol,CHI,35,7-0,250,None,Spain,2001,1,3,72,1187,793,294,0,6.5,24.9,24.4,52.9,21.5,2016
Paul George,IND,26,6-9,220,Fresno State,USA,2010,1,10,81,1874,563,329,3,2.7,16.5,29.6,55.7,20.3,2016
Paul Millsap,ATL,31,6-8,246,Louisiana Tech,USA,2006,2,47,81,1385,732,265,4,7.5,18.9,23.8,55.6,16.2,2016
Paul Pierce,LAC,38,6-7,235,Kansas,USA,1998,1,10,68,417,186,71,1,1.0,13.5,17.7,48.9,8.8,2016
Phil Pressey,POR,25,5-11,175,Missouri,USA,Undrafted,Undrafted,Undrafted,23,77,31,75,-6,0.9,9.5,17.4,43.3,39.5,2016
Quincy Acy,SAC,25,6-7,240,Baylor,USA,2012,2,37,59,307,188,27,-6,7.1,13.9,12.8,62.9,4.5,2016
RJ Hunter,BOS,22,6-5,185,Georgia State,USA,2015,1,28,36,97,37,13,-4,0.6,11.3,15.0,48.0,6.8,2016
Rajon Rondo,SAC,30,6-1,186,Kentucky,USA,2006,1,21,72,859,435,839,-3,3.0,13.6,18.6,50.6,47.3,2016
Rakeem Christmas,IND,24,6-9,250,Syracuse,USA,2015,2,36,1,4,1,0,-77,25.0,0.0,14.3,100,0.0,2016
Ramon Sessions,WAS,30,6-3,190,Nevada-Reno,USA,2007,2,56,82,810,203,239,-1,1.5,10.8,21.4,56.5,22.8,2016
Randy Foye,OKC,32,6-4,213,Villanova,USA,2006,1,7,81,474,156,161,1,1.4,7.6,15.7,46.1,14.4,2016
Rashad Vaughn,MIL,19,6-6,202,UNLV,USA,2015,1,17,70,217,88,39,-8,1.1,7.7,13.0,39.8,5.5,2016
Rasual Butler,SAS,37,6-7,215,La Salle,USA,2002,2,52,46,124,56,24,7,0.8,11.8,12.3,55.8,7.9,2016
Raul Neto,UTA,24,6-1,179,None,Brazil,2013,2,47,81,476,120,174,3,1.2,7.1,17.2,53.0,19.0,2016
Ray McCallum,SAS,25,6-3,190,Detroit,USA,2013,2,36,41,137,47,60,2,1.6,8.3,16.4,44.9,18.5,2016
Raymond Felton,DAL,32,6-1,205,North Carolina,USA,2005,1,5,80,763,258,284,-2,1.7,9.9,17.9,50.2,20.5,2016
Reggie Bullock,DET,25,6-7,205,North Carolina,USA,2013,1,25,37,122,68,27,-7,3.0,13.6,11.3,58.3,10.0,2016
Reggie Jackson,DET,26,6-3,208,Boston College,USA,2011,1,24,79,1489,253,492,3,2.2,8.3,28.3,53.5,34.4,2016
Richard Jefferson,CLE,36,6-7,233,Arizona,USA,2001,1,13,74,410,128,59,-1,1.1,8.5,13.3,58.5,7.0,2016
Richaun Holmes,PHI,22,6-10,245,Bowling Green,USA,2015,2,37,51,287,135,33,-4,8.5,10.4,17.1,56.4,7.3,2016
Ricky Rubio,MIN,25,6-4,194,None,Spain,2009,1,5,76,766,326,658,1,1.8,12.4,17.3,52.9,40.2,2016
