,Assister,Scorer,PTS
1948,Donte DiVincenzo,JaMychal Green,2
1949,Draymond Green,Stephen Curry,3
1950,Draymond Green,Stephen Curry,3
1951,Jordan Poole,Jonathan Kuminga,2
1952,Jordan Poole,Jonathan Kuminga,2
1953,Donte DiVincenzo,Klay Thompson,3
1954,JaMychal Green,Stephen Curry,3
1955,Draymond Green,Jonathan Kuminga,2
1956,Jordan Poole,Klay Thompson,2
1957,Draymond Green,Klay Thompson,2
1958,Draymond Green,Stephen Curry,3
1959,Stephen Curry,Draymond Green,2
1960,Stephen Curry,Draymond Green,2
1961,Stephen Curry,Patrick Baldwin Jr.,3
1962,Draymond Green,Ty Jerome,3
1963,Draymond Green,Stephen Curry,2
1964,Andre Iguodala,Ty Jerome,3
1965,Draymond Green,Stephen Curry,3
1966,Klay Thompson,Kevon Looney,2
1967,Jordan Poole,Draymond Green,2
1968,Andre Iguodala,Klay Thompson,2
1969,Kevon Looney,Draymond Green,2
1970,Stephen Curry,Klay Thompson,3
1971,Jordan Poole,Stephen Curry,2
1972,Andre Iguodala,Draymond Green,2
1973,Andre Iguodala,Klay Thompson,3
1974,Jordan Poole,JaMychal Green,3
1975,Ty Jerome,JaMychal Green,3
1976,Ty Jerome,JaMychal Green,3
1977,Ty Jerome,Patrick Baldwin Jr.,2
1978,Draymond Green,Jordan Poole,3
1979,Draymond Green,Stephen Curry,2
1980,Donte DiVincenzo,Jordan Poole,2
1981,Draymond Green,Klay Thompson,2
1982,Kevon Looney,Jordan Poole,3
1983,Donte DiVincenzo,JaMychal Green,3
1984,Donte DiVincenzo,Stephen Curry,2
1985,Jordan Poole,Donte DiVincenzo,3
1986,Jordan Poole,JaMychal Green,3
1987,Jordan Poole,JaMychal Green,3
1988,Ty Jerome,Donte DiVincenzo,3
1989,Jordan Poole,JaMychal Green,2
1990,Ty Jerome,JaMychal Green,2
1991,Andre Iguodala,Jordan Poole,3
1992,Draymond Green,Donte DiVincenzo,3
1993,Draymond Green,Kevon Looney,2
1994,Draymond Green,Stephen Curry,2
1995,Draymond Green,Stephen Curry,3
1996,Stephen Curry,Donte DiVincenzo,3
1997,Klay Thompson,Draymond Green,2
1998,Stephen Curry,Klay Thompson,3
1999,Draymond Green,Klay Thompson,3
2000,Kevon Looney,Donte DiVincenzo,2
2001,Donte DiVincenzo,Stephen Curry,3
2002,Stephen Curry,JaMychal Green,3
2003,JaMychal Green,Stephen Curry,2
2004,Andre Iguodala,Klay Thompson,2
2005,Stephen Curry,Donte DiVincenzo,3
2006,Ty Jerome,Draymond Green,3
2007,Klay Thompson,Kevon Looney,2
2008,Draymond Green,Klay Thompson,3
2009,Kevon Looney,Donte DiVincenzo,3
2010,Draymond Green,Stephen Curry,3
2011,Draymond Green,Stephen Curry,3
2012,Klay Thompson,Stephen Curry,2
2013,Kevon Looney,Klay Thompson,2
2014,Draymond Green,Klay Thompson,3
2015,Donte DiVincenzo,Stephen Curry,3
2016,Donte DiVincenzo,Klay Thompson,2
2017,Kevon Looney,Klay Thompson,3
2018,Draymond Green,Stephen Curry,2
2019,Stephen Curry,Klay Thompson,3
2020,Jordan Poole,Klay Thompson,3
2021,Stephen Curry,Klay Thompson,2
2022,Jordan Poole,JaMychal Green,3
2023,Jordan Poole,Stephen Curry,3
2024,Stephen Curry,JaMychal Green,2
2025,Andre Iguodala,Moses Moody,2
2026,Draymond Green,Klay Thompson,3
2027,Kevon Looney,Jordan Poole,2
2028,Jordan Poole,Andre Iguodala,2
2029,Moses Moody,Jordan Poole,3
2030,Andre Iguodala,Kevon Looney,2
2031,Donte DiVincenzo,Klay Thompson,3
2032,Stephen Curry,Draymond Green,2
2033,Kevon Looney,Donte DiVincenzo,3
2034,Kevon Looney,Donte DiVincenzo,3
2035,Stephen Curry,Andre Iguodala,2
2036,Draymond Green,Jordan Poole,2
2037,Jordan Poole,Draymond Green,2
2038,Jordan Poole,Klay Thompson,2
2039,JaMychal Green,Jordan Poole,3
2040,Kevon Looney,Donte DiVincenzo,2
2041,Andre Iguodala,Jordan Poole,3
2042,Donte DiVincenzo,Draymond Green,2
2043,Draymond Green,Stephen Curry,2
2044,Draymond Green,Stephen Curry,2
2045,Klay Thompson,Kevon Looney,2
2046,Draymond Green,Klay Thompson,3
2047,Jonathan Kuminga,Stephen Curry,3
2048,Jordan Poole,Stephen Curry,3
2049,Draymond Green,Klay Thompson,3
2050,JaMychal Green,Draymond Green,3
2051,Moses Moody,Jordan Poole,3
2052,Jordan Poole,JaMychal Green,2
2053,Jordan Poole,Klay Thompson,2
2054,Stephen Curry,Jonathan Kuminga,2
2055,Draymond Green,Klay Thompson,3
2056,Donte DiVincenzo,Stephen Curry,3
2057,Klay Thompson,Donte DiVincenzo,3
2058,Stephen Curry,Klay Thompson,2
2059,Kevon Looney,Jordan Poole,2
2060,Jordan Poole,Draymond Green,2
2061,Jonathan Kuminga,Jordan Poole,3
2062,Moses Moody,JaMychal Green,2
2063,Stephen Curry,Donte DiVincenzo,2
2064,Donte DiVincenzo,Jonathan Kuminga,2
2065,Stephen Curry,Klay Thompson,2
2066,Stephen Curry,Donte DiVincenzo,3
2067,Stephen Curry,Jonathan Kuminga,2
2068,Patrick Baldwin Jr.,Jordan Poole,3
2069,Jordan Poole,Jonathan Kuminga,2
2070,Jonathan Kuminga,Donte DiVincenzo,3
2071,Stephen Curry,Kevon Looney,2
2072,Jonathan Kuminga,Donte DiVincenzo,3
2073,Kevon Looney,Klay Thompson,3
2074,Donte DiVincenzo,Stephen Curry,2
2075,Stephen Curry,Klay Thompson,3
2076,Stephen Curry,Jonathan Kuminga,2
2077,Jordan Poole,Klay Thompson,2
2078,Anthony Lamb,Jordan Poole,2
2079,Kevon Looney,Anthony Lamb,2
2080,Moses Moody,Anthony Lamb,2
2081,Jordan Poole,Kevon Looney,2
2082,Klay Thompson,Jonathan Kuminga,2
2083,Jordan Poole,JaMychal Green,2
2084,Jonathan Kuminga,Klay Thompson,2
2085,Stephen Curry,Kevon Looney,2
2086,Klay Thompson,Donte DiVincenzo,2
2087,Kevon Looney,Donte DiVincenzo,3
2088,Donte DiVincenzo,Jonathan Kuminga,2
2089,Donte DiVincenzo,Klay Thompson,2
2090,Klay Thompson,JaMychal Green,2
2091,Donte DiVincenzo,Jordan Poole,3
2092,Jordan Poole,Anthony Lamb,2
2093,Klay Thompson,Stephen Curry,3
2094,Donte DiVincenzo,Kevon Looney,2
2095,Donte DiVincenzo,Stephen Curry,3
2096,Stephen Curry,Donte DiVincenzo,2
2097,Klay Thompson,Stephen Curry,2
2098,Stephen Curry,Kevon Looney,2
2099,Draymond Green,Jonathan Kuminga,3
2100,Stephen Curry,Jonathan Kuminga,2
2101,Donte DiVincenzo,Jordan Poole,2
2102,Stephen Curry,Jonathan Kuminga,3
2103,Jordan Poole,Kevon Looney,2
2104,Draymond Green,Stephen Curry,2
2105,JaMychal Green,Stephen Curry,3
2106,Draymond Green,Moses Moody,3
2107,Stephen Curry,Draymond Green,2
2108,JaMychal Green,Jordan Poole,2
2109,Donte DiVincenzo,Klay Thompson,2
2110,Kevon Looney,Klay Thompson,3
2111,Donte DiVincenzo,Klay Thompson,3
2112,Donte DiVincenzo,Draymond Green,2
2113,Donte DiVincenzo,Klay Thompson,2
2114,Donte DiVincenzo,Kevon Looney,2
2115,Stephen Curry,Donte DiVincenzo,3
2116,Jonathan Kuminga,Draymond Green,2
2117,Draymond Green,Jonathan Kuminga,2
2118,Donte DiVincenzo,Jonathan Kuminga,3
2119,Jonathan Kuminga,Jordan Poole,3
2120,Jonathan Kuminga,Jordan Poole,3
2121,JaMychal Green,Draymond Green,2
2122,Draymond Green,Stephen Curry,3
2123,Jordan Poole,Anthony Lamb,2
2124,Jordan Poole,Moses Moody,2
2125,Draymond Green,Kevon Looney,2
2126,Draymond Green,Kevon Looney,2
2127,Stephen Curry,Klay Thompson,2
2128,Klay Thompson,Donte DiVincenzo,3
2129,Donte DiVincenzo,Klay Thompson,2
2130,Donte DiVincenzo,Draymond Green,2
2131,Jordan Poole,Jonathan Kuminga,2
2132,Jonathan Kuminga,Jordan Poole,3
2133,JaMychal Green,Jonathan Kuminga,2
2134,Jordan Poole,Stephen Curry,3
2135,Stephen Curry,Jonathan Kuminga,2
2136,Draymond Green,Moses Moody,3
2137,Kevon Looney,Stephen Curry,3
2138,Draymond Green,Klay Thompson,2
2139,Stephen Curry,Klay Thompson,3
2140,Draymond Green,Stephen Curry,3
2141,Kevon Looney,Draymond Green,2
2142,Stephen Curry,Klay Thompson,3
2143,Jordan Poole,Klay Thompson,3
2144,Jordan Poole,Anthony Lamb,3
2145,Jordan Poole,Jonathan Kuminga,3
2146,JaMychal Green,Klay Thompson,2
2147,Jonathan Kuminga,Stephen Curry,3
2148,Stephen Curry,Jonathan Kuminga,2
2149,Jonathan Kuminga,Anthony Lamb,3
2150,Jordan Poole,Draymond Green,2
2151,Jordan Poole,Jonathan Kuminga,2
2152,Draymond Green,Klay Thompson,3
2153,Jonathan Kuminga,Anthony Lamb,3
2154,Draymond Green,Klay Thompson,3
2155,Jordan Poole,Draymond Green,2
2156,Draymond Green,Donte DiVincenzo,3
2157,Draymond Green,Klay Thompson,2
2158,Stephen Curry,Draymond Green,2
2159,Draymond Green,Kevon Looney,2
2160,Draymond Green,Jonathan Kuminga,2
2161,Stephen Curry,JaMychal Green,2
2162,Jordan Poole,Jonathan Kuminga,3
2163,Jonathan Kuminga,Anthony Lamb,3
2164,Stephen Curry,Moses Moody,2
2165,Stephen Curry,Kevon Looney,2
2166,Stephen Curry,Jordan Poole,2
2167,Draymond Green,Stephen Curry,2
2168,Anthony Lamb,Jonathan Kuminga,3
2169,Jordan Poole,Klay Thompson,2
2170,Donte DiVincenzo,Kevon Looney,2
2171,Kevon Looney,Klay Thompson,2
2172,Stephen Curry,Jonathan Kuminga,2
2173,Stephen Curry,Donte DiVincenzo,3
2174,Stephen Curry,Draymond Green,2
2175,Stephen Curry,Draymond Green,3
2176,Klay Thompson,Donte DiVincenzo,3
2177,Jordan Poole,Draymond Green,2
2178,Stephen Curry,Jordan Poole,2
2179,Jordan Poole,Kevon Looney,2
2180,Jordan Poole,JaMychal Green,2
2181,Stephen Curry,JaMychal Green,2
2182,Draymond Green,Stephen Curry,2
2183,Draymond Green,Stephen Curry,3
2184,Jordan Poole,Anthony Lamb,3
2185,Kevon Looney,Jonathan Kuminga,2
2186,Stephen Curry,Jonathan Kuminga,2
2187,Draymond Green,Donte DiVincenzo,3
2188,Stephen Curry,Draymond Green,2
2189,Draymond Green,Stephen Curry,2
2190,Kevon Looney,Draymond Green,2
2191,Stephen Curry,Draymond Green,2
2192,Draymond Green,Stephen Curry,2
2193,Klay Thompson,Jordan Poole,3
2194,Draymond Green,Stephen Curry,2
2195,Jordan Poole,JaMychal Green,3
2196,Draymond Green,Anthony Lamb,2
2197,Draymond Green,Jordan Poole,3
2198,Draymond Green,JaMychal Green,3
2199,Jordan Poole,JaMychal Green,2
2200,Jordan Poole,Jonathan Kuminga,3
2201,Kevon Looney,Klay Thompson,3
2202,Kevon Looney,Jordan Poole,3
2203,Kevon Looney,Draymond Green,2
2204,Kevon Looney,Stephen Curry,2
2205,Stephen Curry,Draymond Green,2
2206,Klay Thompson,Kevon Looney,2
2207,Kevon Looney,Stephen Curry,3
2208,Draymond Green,Klay Thompson,3
2209,Draymond Green,Kevon Looney,2
2210,Jonathan Kuminga,Jordan Poole,3
2211,Draymond Green,Moses Moody,3
2212,Jonathan Kuminga,Jordan Poole,2
2213,Kevon Looney,Klay Thompson,3
2214,Stephen Curry,Jordan Poole,2
2215,Draymond Green,Jordan Poole,3
2216,Stephen Curry,Draymond Green,2
2217,Draymond Green,Stephen Curry,3
2218,Jordan Poole,Klay Thompson,3
2219,Donte DiVincenzo,Klay Thompson,3
2220,Jonathan Kuminga,Klay Thompson,3
2221,Anthony Lamb,Jordan Poole,2
2222,Stephen Curry,Jonathan Kuminga,2
2223,Stephen Curry,Draymond Green,2
2224,Stephen Curry,Anthony Lamb,3
2225,Stephen Curry,Gary Payton II,2
2226,Stephen Curry,Draymond Green,3
2227,Stephen Curry,Klay Thompson,3
2228,Draymond Green,Stephen Curry,2
2229,Donte DiVincenzo,Draymond Green,2
2230,Kevon Looney,Stephen Curry,3
2231,Draymond Green,Donte DiVincenzo,2
2232,Draymond Green,Stephen Curry,3
2233,Kevon Looney,Stephen Curry,3
2234,Jordan Poole,Jonathan Kuminga,2
2235,Stephen Curry,Gary Payton II,3
2236,Draymond Green,Jordan Poole,2
2237,Klay Thompson,Gary Payton II,2
2238,Gary Payton II,Kevon Looney,2
2239,Stephen Curry,Klay Thompson,3
2240,Klay Thompson,Jordan Poole,3
2241,Draymond Green,Stephen Curry,3
2242,Stephen Curry,Draymond Green,2
2243,Draymond Green,Klay Thompson,2
2244,Draymond Green,Jonathan Kuminga,2
2245,Draymond Green,Klay Thompson,3
2246,Donte DiVincenzo,Jordan Poole,2
2247,Stephen Curry,Draymond Green,2
2248,Jordan Poole,Draymond Green,2
2249,Anthony Lamb,Jordan Poole,2
2250,Anthony Lamb,Jonathan Kuminga,3
2251,Donte DiVincenzo,Stephen Curry,3
2252,Stephen Curry,Donte DiVincenzo,2
2253,Stephen Curry,Klay Thompson,3
2254,Stephen Curry,Draymond Green,2
2255,Draymond Green,Klay Thompson,3
2256,Draymond Green,Klay Thompson,3
2257,Draymond Green,Stephen Curry,3
2258,Klay Thompson,Anthony Lamb,3
2259,Kevon Looney,Stephen Curry,3
2260,Kevon Looney,Stephen Curry,3
2261,Jonathan Kuminga,Jordan Poole,2
2262,Draymond Green,Jonathan Kuminga,2
2263,Stephen Curry,Jordan Poole,2
2264,Draymond Green,Jordan Poole,2
2265,Jordan Poole,Jonathan Kuminga,2
2266,Draymond Green,Jonathan Kuminga,2
2267,Draymond Green,Jordan Poole,3
2268,Stephen Curry,Jordan Poole,3
2269,Draymond Green,Stephen Curry,2
2270,Draymond Green,Stephen Curry,2
2271,Stephen Curry,Klay Thompson,3
2272,Patrick Baldwin Jr.,Moses Moody,2
2273,Draymond Green,Stephen Curry,2
2274,Donte DiVincenzo,Draymond Green,2
2275,Draymond Green,Jonathan Kuminga,2
2276,Draymond Green,Jordan Poole,2
2277,Jordan Poole,Kevon Looney,2
2278,Donte DiVincenzo,Gary Payton II,2
2279,Jordan Poole,Stephen Curry,3
2280,Draymond Green,Stephen Curry,3
2281,Gary Payton II,Stephen Curry,3
2282,Donte DiVincenzo,Kevon Looney,2
2283,Kevon Looney,Jordan Poole,3
2284,Donte DiVincenzo,Jordan Poole,3
2285,Klay Thompson,Kevon Looney,2
2286,Draymond Green,Stephen Curry,3
2287,Donte DiVincenzo,Jonathan Kuminga,2
2288,Stephen Curry,Klay Thompson,3
2289,Stephen Curry,Klay Thompson,2
2290,Stephen Curry,Jonathan Kuminga,2
2291,Draymond Green,Klay Thompson,3
2292,Stephen Curry,Jonathan Kuminga,2
2293,Kevon Looney,Klay Thompson,2
2294,Jordan Poole,Klay Thompson,3
2295,Klay Thompson,Jordan Poole,3
2296,Kevon Looney,Klay Thompson,3
2297,Jonathan Kuminga,Stephen Curry,3
2298,Stephen Curry,Jonathan Kuminga,2
2299,Jordan Poole,Stephen Curry,3
2300,Jonathan Kuminga,Jordan Poole,3
2301,Draymond Green,Stephen Curry,2
2302,Jordan Poole,Stephen Curry,2
2303,Anthony Lamb,Jordan Poole,3
2304,Jordan Poole,Gary Payton II,3
2305,Draymond Green,Klay Thompson,2
2306,Draymond Green,Klay Thompson,3
2307,Draymond Green,Klay Thompson,3
2308,Draymond Green,Klay Thompson,3
2309,Patrick Baldwin Jr.,Moses Moody,2
2310,Draymond Green,Klay Thompson,2
2311,Stephen Curry,Draymond Green,2
2312,Draymond Green,Klay Thompson,3
2313,Draymond Green,Donte DiVincenzo,2
2314,Donte DiVincenzo,Klay Thompson,3
2315,Draymond Green,Donte DiVincenzo,2
2316,Jordan Poole,Jonathan Kuminga,3
2317,Jordan Poole,Jonathan Kuminga,2
2318,Klay Thompson,Anthony Lamb,2
2319,Jonathan Kuminga,Donte DiVincenzo,3
2320,Draymond Green,Donte DiVincenzo,2
2321,Draymond Green,Gary Payton II,2
2322,Kevon Looney,Anthony Lamb,2
2323,Klay Thompson,Stephen Curry,2
2324,Stephen Curry,Klay Thompson,2
2325,Stephen Curry,Klay Thompson,3
2326,Donte DiVincenzo,Stephen Curry,3
2327,Jordan Poole,Klay Thompson,3
2328,Gary Payton II,Stephen Curry,3
2329,Klay Thompson,Jonathan Kuminga,2
2330,Jonathan Kuminga,Draymond Green,2
2331,Donte DiVincenzo,Jordan Poole,2
2332,Klay Thompson,Donte DiVincenzo,2
2333,Stephen Curry,Donte DiVincenzo,2
2334,Draymond Green,Klay Thompson,2
2335,Donte DiVincenzo,Klay Thompson,3
2336,Stephen Curry,Anthony Lamb,2
2337,Jordan Poole,Jonathan Kuminga,3
2338,Draymond Green,Stephen Curry,2
2339,Draymond Green,Donte DiVincenzo,2
2340,Draymond Green,Donte DiVincenzo,3
2341,Stephen Curry,Moses Moody,3
2342,Kevon Looney,Moses Moody,2
2343,Donte DiVincenzo,Stephen Curry,3
2344,Donte DiVincenzo,Moses Moody,3
2345,Donte DiVincenzo,Draymond Green,3
2346,Donte DiVincenzo,Stephen Curry,3
2347,Jordan Poole,Draymond Green,2
2348,Draymond Green,Stephen Curry,2
2349,Draymond Green,Jordan Poole,2
2350,Stephen Curry,Jordan Poole,3
2351,Jordan Poole,Donte DiVincenzo,3
2352,Jonathan Kuminga,Moses Moody,3
2353,Stephen Curry,Gary Payton II,2
2354,Moses Moody,Gary Payton II,2
2355,Kevon Looney,Jordan Poole,3
2356,Donte DiVincenzo,Stephen Curry,3
2357,Gary Payton II,Draymond Green,2
2358,Jordan Poole,Donte DiVincenzo,2
2359,Stephen Curry,Jordan Poole,3
2360,Stephen Curry,Draymond Green,2
2361,Stephen Curry,Kevon Looney,2
2362,Kevon Looney,Klay Thompson,3
2363,Kevon Looney,Stephen Curry,3
2364,Donte DiVincenzo,Stephen Curry,3
2365,Kevon Looney,Donte DiVincenzo,3
2366,Stephen Curry,Klay Thompson,2
2367,Jordan Poole,Klay Thompson,2
2368,Jordan Poole,Draymond Green,2
2369,Donte DiVincenzo,Jonathan Kuminga,3
2370,Jonathan Kuminga,Kevon Looney,2
2371,Klay Thompson,Jonathan Kuminga,2
2372,Draymond Green,Jonathan Kuminga,3
2373,Kevon Looney,Gary Payton II,2
2374,Kevon Looney,Gary Payton II,2
2375,Draymond Green,Gary Payton II,3
2376,Draymond Green,Donte DiVincenzo,3
2377,Draymond Green,Donte DiVincenzo,3
2378,Donte DiVincenzo,Klay Thompson,3
2379,Draymond Green,Stephen Curry,3
2380,Donte DiVincenzo,Stephen Curry,2
2381,Kevon Looney,Draymond Green,2
2382,Stephen Curry,Klay Thompson,2
2383,Donte DiVincenzo,Stephen Curry,2
2384,Jordan Poole,Klay Thompson,3
2385,Jordan Poole,Donte DiVincenzo,3
2386,Kevon Looney,Donte DiVincenzo,2
2387,Stephen Curry,Gary Payton II,3
2388,Donte DiVincenzo,Klay Thompson,2
2389,Donte DiVincenzo,Klay Thompson,3
2390,Donte DiVincenzo,Klay Thompson,2
2391,Stephen Curry,Klay Thompson,3
2392,Donte DiVincenzo,Stephen Curry,2
2393,Stephen Curry,Donte DiVincenzo,2
2394,Klay Thompson,Donte DiVincenzo,2
2395,Jordan Poole,Jonathan Kuminga,2
2396,Lester Quinones,Moses Moody,2
2397,Stephen Curry,Klay Thompson,3
2398,Stephen Curry,Klay Thompson,3
2399,Donte DiVincenzo,Klay Thompson,2
2400,Kevon Looney,Klay Thompson,3
2401,Stephen Curry,Klay Thompson,3
2402,Draymond Green,Kevon Looney,2
2403,Donte DiVincenzo,Draymond Green,2
2404,Kevon Looney,Klay Thompson,3
2405,Draymond Green,Stephen Curry,3
2406,Draymond Green,Donte DiVincenzo,2
2407,Stephen Curry,Gary Payton II,2
2408,Gary Payton II,Jordan Poole,3
2409,Stephen Curry,Jordan Poole,3
2410,Moses Moody,Stephen Curry,3
2411,Stephen Curry,Moses Moody,2
2412,Moses Moody,Jonathan Kuminga,2
2413,Kevon Looney,Jordan Poole,3
2414,Jordan Poole,Moses Moody,3
2415,Donte DiVincenzo,Jordan Poole,2
2416,Donte DiVincenzo,Jordan Poole,2
2417,Jonathan Kuminga,Donte DiVincenzo,3
2418,Donte DiVincenzo,JaMychal Green,2
2419,Jonathan Kuminga,Stephen Curry,2
2420,Stephen Curry,Jonathan Kuminga,2
2421,Kevon Looney,Draymond Green,2
2422,Donte DiVincenzo,Draymond Green,2
2423,Draymond Green,Stephen Curry,2
2424,Donte DiVincenzo,Stephen Curry,3
2425,Klay Thompson,Draymond Green,3
2426,Donte DiVincenzo,Klay Thompson,3
2427,Jonathan Kuminga,Moses Moody,3
2428,JaMychal Green,Donte DiVincenzo,3
2429,Jordan Poole,Moses Moody,2
2430,Moses Moody,Jonathan Kuminga,2
2431,Jonathan Kuminga,Moses Moody,3
2432,Gary Payton II,Moses Moody,3
2433,Gary Payton II,Patrick Baldwin Jr.,2
2434,Gary Payton II,Patrick Baldwin Jr.,3
2435,Patrick Baldwin Jr.,Moses Moody,2
2436,Moses Moody,Anthony Lamb,2
2437,Patrick Baldwin Jr.,Moses Moody,2
2438,Lester Quinones,Anthony Lamb,2
2439,Anthony Lamb,Jonathan Kuminga,3
2440,Jonathan Kuminga,Patrick Baldwin Jr.,3
2441,Anthony Lamb,Lester Quinones,3
2442,Anthony Lamb,Moses Moody,2
2443,Jonathan Kuminga,Moses Moody,2
